U10008: N16081, N28800, N34344, N28324, N39432, N44789, N11645, N50924, N49712, N6873, N29268, N3138, N53242, N27055, N35495, N46130, N61296, N43386, N31676, N38488
U15354: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U30106: N60750, N41221, N36037, N28324, N47902, N25605, N57462, N35216, N61241, N1477, N29363, N32288, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U88173: N60750, N41221, N36037, N28324, N34457, N44528, N57462, N25064, N61241, N47902, N41497, N1477, N35216, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U70368: N60750, N41221, N36037, N28324, N4610, N50946, N57462, N25064, N61241, N5693, N29363, N61466, N35216, N49046, N51140, N30689, N62170, N46037, N7173, N49279
U39182: N60750, N41221, N36037, N28324, N34457, N53955, N57462, N35216, N61241, N47902, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U85338: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U31354: N60750, N41221, N36037, N28324, N29363, N51140, N57462, N35216, N61241, N47902, N48084, N1477, N25064, N49046, N50946, N30689, N62170, N46037, N59526, N41176
U92533: N60750, N41221, N36037, N28324, N29322, N50946, N49046, N35216, N39184, N21290, N21941, N3138, N25064, N57000, N59868, N49712, N18295, N46037, N7173, N41176
U16196: N60750, N41221, N36037, N28324, N47902, N25605, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U40512: N23446, N28800, N36037, N28324, N34457, N49180, N42167, N28091, N61241, N1667, N41497, N41221, N44558, N49046, N3745, N48407, N51690, N46037, N59526, N56051
U64165: N60750, N41221, N36037, N28324, N4610, N41176, N23513, N25064, N61241, N47902, N59526, N7568, N35216, N39151, N59337, N30689, N30288, N46037, N48084, N50946
U48429: N60750, N41221, N11931, N28324, N47902, N25605, N57462, N25064, N61241, N5940, N29363, N28420, N35216, N49046, N51140, N30689, N36037, N46037, N7173, N50946
U60414: N60750, N41221, N62170, N28324, N4610, N41176, N23513, N25064, N61241, N5693, N21941, N53728, N35216, N57462, N59868, N21290, N45017, N47433, N7173, N50946
U42924: N60750, N49712, N36037, N28324, N4610, N41176, N23513, N35216, N64095, N47902, N61241, N41387, N25064, N49046, N59868, N41221, N8162, N5886, N7173, N50946
U70785: N60750, N41221, N62170, N28324, N47902, N53955, N49046, N35216, N61241, N34457, N41497, N1477, N25064, N57462, N51140, N30689, N36037, N46037, N59526, N50946
U56667: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N25064, N61241, N34457, N41497, N1477, N35216, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U21976: N60750, N41221, N41285, N28324, N47902, N25605, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N36037, N46037, N48084, N50946
U90709: N60750, N41221, N36037, N28324, N4610, N51140, N57462, N35216, N61241, N47902, N59526, N1477, N25064, N49046, N50946, N30689, N62170, N46037, N48084, N51552
U81900: N60750, N5940, N62170, N28324, N4610, N23446, N57462, N25064, N47380, N41221, N48302, N61466, N35216, N23513, N41176, N33297, N26537, N46037, N7173, N51140
U91952: N59868, N49712, N30288, N28324, N4610, N41176, N23513, N25064, N64095, N21290, N29322, N53728, N35216, N57000, N60750, N41221, N36037, N1344, N7173, N4700
U46436: N60750, N41221, N2159, N28324, N4610, N49279, N23513, N35216, N47216, N37553, N7173, N15194, N25064, N52138, N51793, N19477, N62170, N16461, N48084, N50946
U26708: N60750, N19477, N2159, N28324, N4610, N4729, N23513, N25064, N47216, N39463, N7173, N29930, N35216, N52138, N51793, N19685, N4107, N16461, N47380, N24435
U41486: N60750, N41221, N62170, N28324, N4610, N50946, N23513, N25064, N29363, N5693, N32196, N53728, N35216, N39151, N59868, N21290, N45017, N1344, N7173, N49279
U13030: N60750, N47902, N26537, N28324, N33297, N41176, N57462, N25064, N29952, N37007, N4610, N61466, N50555, N23513, N51793, N7568, N4107, N46037, N47380, N38138
U53576: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U5375: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U65190: N60750, N19477, N8162, N28324, N37007, N37125, N1450, N50990, N47216, N47902, N61241, N41387, N33448, N23513, N54867, N41221, N41285, N51099, N61973, N4729
U21543: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U15874: N60750, N41221, N62170, N28324, N4610, N50946, N49046, N25064, N29363, N5693, N61241, N53728, N35216, N23513, N59868, N21290, N26537, N46037, N7173, N49279
U80788: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U53635: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N41497, N50946
U81316: N51793, N19477, N2159, N28324, N4610, N24435, N23513, N25064, N47216, N47902, N61241, N53728, N50990, N1450, N60750, N39463, N26537, N16461, N61973, N4729
U63815: N60750, N41221, N36037, N28324, N47902, N53955, N49046, N35216, N61241, N34457, N59526, N1477, N25064, N57462, N51140, N30689, N62170, N46037, N41497, N50946
U54613: N19694, N47902, N26537, N28324, N33297, N24435, N1450, N50990, N47216, N37007, N4610, N28420, N33448, N52138, N37125, N19477, N4107, N16461, N39463, N51793
U66277: N60750, N41221, N36037, N28324, N34457, N53955, N57462, N35216, N61241, N47902, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U51313: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U90777: N60750, N41221, N52098, N28324, N4610, N51140, N57462, N50555, N33297, N1477, N48302, N61466, N35216, N39151, N50946, N61241, N26537, N46037, N7173, N12300
U88219: N60750, N41221, N62170, N28324, N4610, N51140, N49046, N35216, N61241, N47902, N59526, N7568, N25064, N39151, N50946, N30689, N36037, N46037, N41497, N51552
U55008: N60750, N41221, N36037, N28324, N4610, N41176, N57462, N25064, N61241, N7568, N29322, N32288, N35216, N39151, N59868, N37007, N26537, N46037, N7173, N50946
U14657: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N41497, N50946
U30467: N60750, N41221, N62170, N28324, N4610, N41176, N23513, N25064, N21941, N21290, N7173, N5693, N35216, N39151, N55123, N39463, N26537, N1344, N48084, N50946
U16418: N60750, N21290, N45017, N28324, N4610, N41176, N23513, N35216, N64095, N47902, N61241, N53728, N3589, N1336, N51793, N41221, N36037, N46037, N7173, N59337
U69191: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U82127: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U72655: N60750, N41221, N62170, N28324, N4610, N41176, N23513, N25064, N64095, N21290, N21941, N53728, N35216, N1336, N59868, N5693, N30288, N47433, N7173, N50946
U79662: N60750, N41221, N62170, N28324, N29363, N51140, N49046, N35216, N61241, N1477, N57521, N41387, N25064, N39151, N50946, N30689, N36037, N46037, N7173, N59337
U56007: N60750, N41221, N62170, N28324, N29363, N23446, N39151, N35216, N61241, N23184, N4610, N24458, N25064, N49046, N41176, N27079, N36037, N46037, N59526, N50946
U84503: N60750, N41221, N62170, N28324, N47902, N25605, N39151, N35216, N61241, N34457, N59526, N1477, N25064, N57462, N51140, N30689, N36037, N46037, N48084, N50946
U65527: N60750, N41221, N36037, N28324, N21941, N50946, N49046, N35216, N39184, N21290, N29322, N3138, N25064, N39151, N59868, N49712, N18295, N46037, N7173, N41176
U45910: N60750, N41221, N36037, N28324, N4610, N41176, N39151, N35216, N61241, N7568, N29363, N41387, N25064, N49046, N50946, N30689, N62170, N46037, N7173, N49279
U15751: N60750, N19477, N30288, N28324, N4610, N41176, N23513, N25064, N47216, N29930, N32196, N53728, N3589, N1336, N51793, N37007, N45017, N47433, N7173, N50946
U32402: N19694, N47902, N26537, N28324, N37007, N54867, N1450, N33448, N47216, N11652, N61973, N39463, N50990, N52138, N24894, N19477, N53011, N44249, N48084, N24435
U53442: N60750, N41221, N36037, N28324, N47902, N19694, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U5804: N60750, N41221, N36037, N28324, N29363, N51140, N57462, N35216, N61241, N1477, N4610, N28420, N25064, N49046, N50946, N30689, N62170, N46037, N7173, N59337
U80457: N60750, N26781, N36037, N28324, N4610, N41176, N57462, N25064, N29363, N1477, N7173, N18895, N35216, N4119, N59868, N5693, N4107, N16461, N47380, N49279
U8524: N60750, N47902, N26537, N28324, N37007, N51793, N1450, N35216, N4610, N19477, N61973, N39463, N50990, N23513, N54867, N41221, N8162, N51187, N48084, N50896
U91301: N60750, N19477, N8162, N28324, N39463, N51793, N23513, N25064, N47216, N29930, N32196, N53728, N50990, N1336, N19694, N47902, N45017, N34031, N7173, N41176
U27255: N23446, N47380, N45017, N28324, N1667, N49180, N57462, N44787, N5940, N61241, N42890, N61466, N43522, N57000, N41176, N27079, N62170, N46037, N7173, N3745
U34941: N37125, N19477, N2159, N28324, N4610, N24435, N1450, N50990, N47216, N47902, N47380, N53728, N49688, N52138, N19694, N29450, N4107, N2994, N29930, N55633
U53419: N60750, N21290, N45017, N28324, N4610, N41176, N23513, N35216, N61241, N47902, N7173, N41221, N3589, N57462, N60848, N37007, N20394, N46037, N54439, N59337
U55980: N60750, N19477, N8162, N28324, N39463, N51793, N23513, N25064, N47216, N29930, N32196, N53728, N35216, N1336, N19694, N41221, N62170, N1344, N7173, N24435
U56800: N23446, N61241, N51690, N28324, N34457, N49180, N57462, N28091, N28800, N1667, N41497, N30834, N44558, N49046, N3745, N30689, N36037, N46037, N59526, N56051
U64108: N60750, N49712, N30288, N28324, N4610, N41176, N23513, N25064, N39184, N21290, N57521, N46915, N35216, N57000, N59868, N41221, N62170, N46037, N7173, N50946
U38750: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N25064, N61241, N34457, N41497, N1477, N35216, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U26889: N23446, N61241, N51690, N28324, N34457, N49180, N57462, N44558, N28800, N1667, N41497, N30834, N28091, N42167, N3745, N30689, N36037, N46037, N59526, N56051
U79583: N23446, N4610, N45017, N28324, N21290, N60750, N23513, N25064, N41221, N21941, N7173, N37007, N44787, N39151, N49180, N1667, N26537, N51187, N54439, N41176
U15197: N60750, N41221, N62170, N28324, N47902, N25605, N57462, N35216, N61241, N1477, N29363, N53728, N25064, N49046, N51140, N30689, N36037, N46037, N59526, N50946
U67054: N60750, N41221, N36037, N28324, N47902, N53955, N49046, N35216, N61241, N34457, N59526, N58354, N25064, N39151, N51140, N30689, N62170, N46037, N48084, N50946
U85421: N60750, N41221, N36037, N28324, N29363, N41176, N49046, N25064, N64095, N21290, N4610, N24458, N35216, N39151, N59868, N15194, N45017, N5886, N48084, N49279
U50447: N60750, N49712, N30288, N28324, N57521, N41176, N49046, N25064, N39184, N15194, N7173, N21290, N35216, N45953, N59868, N47087, N45017, N5886, N48084, N23446
U71317: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U87208: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U84963: N23446, N61241, N51690, N28324, N1667, N49180, N57462, N28091, N34457, N30689, N48407, N20764, N44787, N49046, N9284, N41221, N36037, N46037, N59526, N3745
U43731: N60750, N49712, N36037, N28324, N4610, N41176, N49046, N35216, N64095, N15194, N7173, N21290, N4649, N57000, N59868, N41221, N30288, N47433, N54439, N50946
U32777: N60750, N19477, N30288, N28324, N4610, N41176, N23513, N25064, N47216, N37007, N29363, N53728, N3589, N1336, N51793, N41221, N8162, N34031, N61973, N49279
U72279: N60750, N41221, N62170, N28324, N4610, N50946, N49046, N35216, N61241, N5693, N29363, N41387, N25064, N39151, N51140, N47380, N45017, N46037, N7173, N41176
U30915: N60750, N41221, N62170, N28324, N4610, N50946, N57462, N25064, N61241, N5693, N7173, N53443, N35216, N23513, N59868, N30834, N26537, N46037, N54439, N49279
U8936: N19694, N47902, N26537, N28324, N37007, N54867, N1450, N33448, N47216, N11652, N61973, N39463, N50990, N52138, N37125, N19477, N53011, N44249, N48084, N24435
U71072: N60750, N49712, N30288, N28324, N4610, N41176, N23513, N35216, N64095, N21290, N57521, N53728, N4649, N57000, N59868, N41221, N18295, N1344, N7173, N50946
U23256: N60750, N41221, N30288, N28324, N4610, N41176, N39151, N26415, N29363, N21290, N59526, N7568, N25064, N49046, N55123, N15194, N26537, N5886, N48084, N59337
U36096: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N39463, N21941, N53728, N35216, N1336, N51793, N19477, N62170, N46037, N7173, N38138
U855: N60750, N41221, N36037, N28324, N21941, N50946, N49046, N35216, N39184, N21290, N29322, N3138, N25064, N57000, N59868, N49712, N18295, N46037, N7173, N41176
U70517: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U55581: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U54442: N60750, N21290, N45017, N28324, N4610, N49279, N23513, N25064, N27079, N15194, N61241, N53728, N35216, N39151, N55123, N41221, N30288, N308, N7173, N41176
U85224: N60750, N41221, N36037, N28324, N34457, N25605, N57462, N25064, N61241, N47902, N59526, N1477, N35216, N49046, N51140, N30689, N62170, N46037, N41497, N50946
U90739: N60750, N41221, N8711, N28324, N4610, N41176, N23513, N35216, N64095, N21290, N29363, N41387, N50555, N49046, N59868, N49712, N30288, N1344, N7173, N50946
U26411: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U19687: N60750, N41221, N36037, N28324, N4610, N51140, N57462, N25064, N61241, N47902, N59526, N1477, N35216, N49046, N50946, N30689, N62170, N46037, N48084, N41176
U67345: N23446, N61241, N51690, N28324, N34457, N49180, N57462, N44558, N30689, N1667, N48407, N9409, N28091, N49046, N3745, N28800, N36037, N46037, N41497, N56051
U430: N60750, N41221, N36037, N28324, N4610, N50946, N57462, N25064, N61241, N5693, N29363, N61466, N35216, N23513, N49279, N47380, N26537, N46037, N7173, N51140
U1319: N51793, N19477, N36037, N28324, N4610, N4729, N1450, N9815, N47216, N37007, N61973, N47902, N50990, N23513, N60750, N41221, N30288, N46037, N7173, N24435
U23394: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U56378: N60750, N41221, N30288, N28324, N4610, N59337, N39151, N25064, N61241, N7568, N29363, N40324, N35216, N49046, N55123, N21290, N26537, N46037, N59526, N41176
U7984: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U22192: N60750, N41221, N62170, N28324, N47902, N25605, N57462, N35216, N61241, N1477, N29363, N28420, N25064, N39151, N51140, N30689, N36037, N46037, N48084, N50946
U81093: N60750, N41221, N36037, N28324, N29363, N51140, N57462, N35216, N61241, N1477, N4610, N32288, N25064, N49046, N50946, N30689, N62170, N46037, N59526, N59337
U3606: N60750, N49712, N62170, N28324, N4610, N41176, N23513, N35216, N64095, N21290, N29363, N46915, N3589, N1336, N59868, N19477, N30288, N47433, N7173, N49279
U80177: N60750, N41221, N62170, N28324, N47902, N25605, N57462, N35216, N61241, N1477, N29363, N28420, N25064, N49046, N51140, N41658, N26537, N46037, N64469, N50946
U16677: N60750, N41221, N62170, N28324, N29363, N51140, N57462, N35216, N61241, N1477, N21941, N40324, N25064, N39151, N50946, N41658, N26537, N46037, N48084, N59337
U72217: N60750, N41221, N36037, N28324, N34457, N53955, N57462, N35216, N61241, N47902, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U52644: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N39463, N21941, N53728, N35216, N1336, N51793, N21290, N26537, N16461, N7173, N23446
U53341: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U57876: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U73914: N60750, N19477, N2159, N28324, N4610, N24435, N23513, N25064, N47216, N39463, N21941, N53728, N35216, N1336, N51793, N47902, N26537, N34031, N7173, N4729
U90122: N60750, N49712, N36037, N28324, N4610, N41176, N23513, N25064, N39184, N21290, N57521, N53728, N35216, N57000, N59868, N41221, N30288, N47433, N7173, N4700
U83104: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N39463, N21941, N53728, N35216, N1336, N59868, N19477, N62170, N16461, N7173, N50946
U85757: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N21290, N21941, N53728, N35216, N1336, N51793, N49712, N36037, N16461, N7173, N4700
U5187: N60750, N41221, N62170, N28324, N4610, N49279, N57462, N35216, N47380, N5693, N29363, N61466, N25064, N23513, N59868, N7568, N36037, N46037, N7173, N50946
U28795: N60750, N41221, N36037, N28324, N47902, N53955, N49046, N35216, N61241, N34457, N59526, N58354, N25064, N39151, N51140, N30689, N62170, N46037, N48084, N50946
U41169: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U12138: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U81554: N60750, N41221, N2159, N28324, N4610, N49279, N57462, N25064, N27079, N21290, N21941, N61466, N35216, N39151, N55123, N5693, N62170, N46037, N7173, N50946
U80058: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N18485, N61241, N61466, N35216, N57462, N51793, N49712, N36037, N16461, N7173, N4700
U26738: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U89094: N60750, N41221, N41285, N28324, N47902, N25605, N57462, N35216, N61241, N34457, N59526, N1477, N565, N49046, N51140, N30689, N36037, N46037, N48084, N50946
U75629: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U79259: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U18254: N60750, N23184, N2159, N28324, N54571, N49279, N57462, N50555, N41221, N7173, N4610, N30834, N35216, N39151, N25605, N43460, N26537, N46037, N48084, N41176
U90069: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U41869: N60750, N47902, N45017, N28324, N37007, N51793, N23513, N50990, N47216, N29930, N61973, N39463, N35216, N1336, N19694, N19477, N18295, N47433, N7173, N41176
U46012: N60750, N41221, N36037, N28324, N47902, N25605, N57462, N35216, N61241, N1477, N29363, N53728, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U4060: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U62926: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U77779: N60750, N41221, N2159, N28324, N4610, N51140, N57462, N35216, N61241, N7568, N7173, N47902, N25064, N49046, N50946, N30689, N62170, N46037, N48084, N41176
U80112: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U93087: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U14673: N60750, N41221, N62170, N28324, N4610, N50946, N23513, N25064, N47216, N39463, N29363, N53728, N35216, N1336, N51793, N19477, N2159, N46037, N7173, N4729
U71617: N60750, N19477, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N39463, N57521, N53728, N35216, N1336, N51793, N41221, N62170, N1344, N7173, N50946
U46755: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U72232: N60750, N41221, N2159, N28324, N4610, N41176, N57462, N25064, N61241, N5693, N7173, N15194, N35216, N23513, N59868, N7568, N62170, N46037, N4556, N50946
U91760: N60750, N41221, N62170, N28324, N47902, N25605, N49046, N35216, N61241, N7568, N29363, N53728, N25064, N57462, N51140, N30689, N40221, N46037, N59526, N50946
U5962: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U17181: N23446, N61241, N26537, N28324, N48302, N51140, N57462, N25064, N41658, N5940, N48077, N28420, N44787, N49046, N60750, N19685, N36037, N46037, N41497, N41176
U42738: N23446, N4610, N45017, N28324, N21290, N49180, N39151, N44787, N2649, N29363, N29541, N24458, N25064, N57000, N41176, N39184, N36037, N46037, N59526, N59337
U19136: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U30248: N60750, N41221, N36037, N28324, N21941, N50946, N49046, N35216, N39184, N21290, N29322, N3138, N25064, N57000, N59868, N49712, N30288, N46037, N7173, N41176
U36029: N60750, N41221, N36037, N28324, N29363, N51140, N49046, N25064, N39184, N15194, N61241, N3138, N35216, N57000, N59868, N7568, N62170, N46037, N59526, N50946
U21135: N60750, N21290, N45017, N28324, N4610, N41176, N49046, N35216, N64095, N15194, N7173, N3007, N25064, N23513, N59868, N49712, N30288, N46037, N54439, N50946
U44831: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U75862: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U38931: N23446, N4610, N45017, N28324, N21290, N60750, N23513, N25064, N27079, N15194, N61241, N24458, N35216, N57000, N49180, N41221, N36037, N308, N7173, N41176
U80629: N60750, N41221, N36037, N28324, N34457, N53955, N57462, N35216, N61241, N47902, N59526, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N48084, N50946
U39133: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U85467: N60750, N19477, N53013, N28324, N4610, N41176, N23513, N35216, N47216, N39463, N7173, N29930, N49688, N1336, N51793, N37007, N45017, N16461, N48084, N23446
U92203: N60750, N41221, N62170, N28324, N4610, N41176, N23513, N25064, N64095, N21290, N29363, N53728, N35216, N49046, N59868, N5693, N40221, N1344, N7173, N50946
U1802: N60750, N19477, N8162, N28324, N39463, N51793, N23513, N35216, N47216, N29930, N7173, N37007, N25064, N1336, N37125, N41221, N53013, N1344, N48084, N4729
U17477: N60750, N41221, N62170, N28324, N4610, N50946, N57462, N25064, N5693, N29363, N47380, N53728, N35216, N23513, N59868, N7568, N2159, N16461, N7173, N49279
U62062: N60750, N41221, N62170, N28324, N4610, N49279, N23513, N25064, N64095, N21290, N21941, N53728, N35216, N39151, N59868, N5693, N30288, N1344, N7173, N41176
U46967: N60750, N41221, N62170, N28324, N4610, N59337, N39151, N25064, N61241, N15194, N59526, N7568, N26415, N49046, N55123, N21290, N26537, N46037, N48084, N41176
U69324: N60750, N41221, N2159, N28324, N4610, N41176, N23513, N25064, N47216, N39463, N21941, N53728, N35216, N1336, N51793, N19477, N62170, N16461, N7173, N50946
U86289: N60750, N41221, N62170, N28324, N47902, N53955, N49046, N25064, N61241, N34457, N41497, N7568, N35216, N39151, N51140, N30689, N36037, N46037, N59526, N50946
U20520: N23446, N61241, N26537, N28324, N48302, N50946, N57462, N25064, N27079, N1667, N41658, N24458, N43522, N49046, N60750, N41221, N36037, N46037, N7173, N56051
U64395: N60750, N41221, N62170, N28324, N4610, N50946, N23513, N25064, N29363, N5693, N61241, N53728, N35216, N39151, N59868, N21290, N45017, N1344, N7173, N41176
U85581: N60750, N41221, N36037, N28324, N21941, N41176, N49046, N35216, N39184, N21290, N57521, N56347, N25064, N57000, N59868, N49712, N30288, N46037, N7173, N59337
U86950: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U35439: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U44148: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U5741: N60750, N41221, N30288, N28324, N4610, N49279, N23513, N25064, N47216, N39463, N57521, N53728, N35216, N1336, N59868, N19477, N36037, N1344, N7173, N41176
U70436: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U74185: N60750, N41221, N36037, N28324, N47902, N53955, N57462, N35216, N61241, N34457, N41497, N1477, N25064, N49046, N51140, N30689, N62170, N46037, N59526, N50946
U80797: N60750, N41221, N52098, N28324, N48302, N51140, N57462, N35216, N33297, N1477, N4610, N61466, N25064, N39151, N50946, N29952, N62170, N46037, N39015, N49279
U85977: N60750, N47902, N26537, N28324, N61241, N51140, N57462, N25064, N33297, N41221, N4610, N28420, N35216, N23513, N55123, N1477, N36037, N46037, N64469, N50946
U13744: N60750, N19477, N18295, N28324, N4610, N24435, N23513, N35216, N47216, N47902, N7173, N39463, N25064, N1450, N51793, N41221, N30288, N1344, N61973, N41176
U42760: N23446, N64095, N36037, N28324, N1667, N49180, N57000, N30049, N41221, N29363, N59526, N21290, N25064, N49046, N3745, N63255, N62170, N46037, N48084, N56051
