U10008, iter_0: N14652, N54408, N37688, N64634, N42723, N20545, N35411, N64228, N14270, N59186, N19013, N6873, N50924, N55544, N24146, N65028, N10857, N46821, N28698, N16051
U75968, iter_0: N59385, N18151, N53168, N12330, N55397, N44249, N2994, N58354, N55555, N47572, N31014, N37146, N18295, N6056, N15811, N53335, N61970, N64077, N40468, N15559
U7598, iter_0: N14170, N47433, N44249, N60550, N41172, N1952, N5886, N55723, N38797, N60192, N6056, N43386, N33120, N50372, N58264, N31978, N11569, N3416, N30689, N62894
U76000, iter_0: N38053, N15194, N14170, N58656, N24458, N28327, N40324, N55397, N62001, N34004, N3841, N38333, N30345, N59981, N40899, N37500, N29364, N103, N32221, N4857
U76007, iter_0: N34031, N26488, N61970, N47433, N2994, N3416, N55723, N35252, N41400, N1344, N44249, N53335, N45754, N51187, N16461, N25163, N308, N41172, N38797, N4661
U76036, iter_0: N21712, N28978, N61811, N53322, N53587, N54845, N59933, N11511, N56051, N51202, N20776, N27532, N15194, N59427, N59602, N14878, N46389, N20764, N46279, N55897
U76036, iter_1: N36689, N63255, N44645, N37146, N59960, N16725, N16914, N51187, N48077, N32139, N11289, N11823, N46586, N29217, N42499, N55229, N47433, N52492, N47652, N61241
U76036, iter_2: N11041, N23547, N62207, N40356, N64933, N31679, N37500, N31179, N44249, N36408, N64372, N21681, N49878, N26537, N41400, N28983, N49038, N27906, N50565, N62393
U76060, iter_0: N54587, N59960, N62207, N16914, N11083, N52588, N62170, N17952, N59908, N39298, N29450, N23194, N28983, N40670, N26584, N31179, N56270, N31423, N57972, N47370
U76060, iter_1: N39015, N28851, N38898, N28129, N11944, N38733, N57413, N4290, N34031, N28571, N18291, N35436, N29217, N42499, N11041, N53364, N64372, N60041, N13498, N15559
U76060, iter_2: N20764, N21142, N16461, N36249, N43646, N57403, N34081, N21681, N5734, N52492, N44645, N41498, N43438, N42196, N13640, N27553, N33326, N30288, N47433, N53013
U76072, iter_0: N63255, N33212, N39015, N60550, N20816, N51187, N18151, N24213, N30288, N1575, N4034, N19998, N19811, N47190, N130, N11931, N30562, N11681, N7173, N31014
U76089, iter_0: N38869, N1344, N38142, N11551, N59685, N49973, N59833, N46501, N23603, N40221, N47652, N50372, N44765, N50657, N706, N17510, N15279, N1663, N26048, N32139
U76118, iter_0: N16914, N20394, N44249, N3996, N34344, N44645, N52009, N18151, N62170, N46203, N19685, N18571, N34457, N50565, N5940, N32288, N55229, N11289, N1477, N64372
U76118, iter_1: N46283, N5576, N59385, N60550, N14170, N6767, N64183, N13941, N60939, N48659, N48084, N59876, N40451, N7173, N56132, N37146, N37346, N59367, N4128, N62393
U76118, iter_2: N22036, N63656, N22457, N35216, N24272, N26719, N3589, N26626, N23391, N5450, N31212, N36509, N36485, N55942, N16447, N5370, N45551, N23938, N60447, N14305
U76132, iter_0: N28983, N5886, N53630, N51187, N8711, N7826, N14809, N60192, N53001, N7330, N62170, N31556, N52577, N54018, N30562, N17778, N27079, N30288, N35725, N57521
U76178, iter_0: N58660, N46501, N42670, N63390, N26271, N11551, N33212, N42655, N52577, N29363, N32641, N34805, N53001, N48455, N26584, N59908, N40752, N33877, N31409, N58264
U76179, iter_0: N8375, N32641, N34344, N279, N1344, N58264, N59685, N18151, N15279, N6578, N38869, N46586, N26690, N60550, N60027, N32139, N14990, N6532, N43386, N2994
U76190, iter_0: N59067, N20394, N26781, N28281, N47190, N2159, N40221, N37346, N38882, N37055, N15559, N36037, N11931, N18449, N677, N32708, N46501, N61970, N59908, N10541
U76190, iter_1: N8889, N46379, N28420, N14252, N53593, N53815, N23682, N62820, N41064, N17936, N16477, N53201, N25774, N41221, N47370, N59494, N26792, N56347, N10869, N4680
U76190, iter_2: N36916, N57484, N7584, N4642, N36006, N37263, N24826, N14333, N28855, N27361, N62089, N15951, N51092, N12299, N17475, N52577, N26139, N35436, N35725, N383
U76213, iter_0: N6532, N11551, N15279, N29541, N52502, N64183, N60550, N41400, N17510, N279, N59685, N25163, N41285, N38869, N33212, N53308, N2994, N27936, N6873, N31978
U76223, iter_0: N58264, N279, N34031, N1344, N47433, N15279, N29363, N50775, N59960, N30562, N43386, N7826, N19536, N26584, N52577, N60035, N50942, N22985, N47380, N301
U76249, iter_0: N48487, N41172, N55723, N28324, N47433, N33120, N59385, N44249, N3416, N39399, N53910, N45754, N52835, N58264, N60550, N26130, N31676, N7826, N6471, N40468
U76251, iter_0: N61466, N41387, N47572, N26057, N28152, N31492, N20764, N5519, N38504, N32288, N56456, N5940, N28420, N23682, N20507, N34031, N32708, N30118, N43460, N59067
U76251, iter_1: N41174, N55488, N64335, N31289, N54437, N24017, N38381, N8400, N34081, N9284, N44166, N29004, N36495, N31664, N18978, N35238, N29369, N11061, N11041, N42666
U76251, iter_2: N18151, N53013, N37272, N57180, N55531, N45017, N52588, N16914, N4107, N21063, N29217, N60472, N308, N47553, N64077, N58414, N30288, N16461, N279, N46037
U76291, iter_0: N35436, N64095, N53630, N55830, N22456, N62894, N39184, N5288, N48077, N2062, N60550, N19623, N53754, N33623, N11569, N30422, N47216, N59367, N7826, N54439
U76298, iter_0: N4107, N31556, N16725, N10541, N51690, N23508, N27906, N26537, N53013, N21710, N44166, N52776, N37146, N37266, N61969, N12330, N2704, N18291, N20236, N43822
U76303, iter_0: N31373, N5364, N13272, N28203, N5223, N38620, N49191, N22029, N42196, N3356, N8378, N1667, N57755, N43974, N23527, N28152, N28420, N32433, N29715, N13980
U76313, iter_0: N15194, N29364, N28327, N9135, N20507, N11083, N55555, N3841, N34360, N24458, N32288, N29217, N4680, N55397, N34457, N1344, N11551, N4107, N62393, N43361
U76348, iter_0: N58264, N32641, N58660, N35436, N47380, N64372, N35725, N59685, N8907, N27906, N20478, N7173, N59833, N43646, N7330, N21681, N41658, N63546, N32139, N4905
U76362, iter_0: N40468, N57403, N59385, N18449, N19387, N55723, N3996, N50775, N60059, N41006, N56217, N30345, N61760, N34495, N46037, N61970, N61296, N41064, N34344, N13498
U76378, iter_0: N59067, N21590, N41285, N59867, N30288, N59653, N40906, N13980, N20413, N31556, N57180, N57451, N40752, N16477, N2994, N30401, N61296, N18449, N17510, N37458
U76406, iter_0: N7112, N55723, N40468, N14170, N47433, N54571, N48487, N50484, N3416, N48084, N6056, N57034, N21590, N45754, N59385, N1952, N38797, N58264, N49252, N1344
U76406, iter_1: N279, N26488, N17342, N38869, N11551, N308, N27731, N31409, N2994, N51187, N1371, N34344, N15559, N11789, N42670, N33469, N11569, N28324, N53011, N33120
U76406, iter_2: N24458, N15194, N29364, N28327, N23184, N41387, N55397, N24109, N7470, N42248, N47370, N8162, N33634, N59003, N25163, N32073, N17510, N3841, N39932, N63681
U76411, iter_0: N13498, N30288, N60599, N21063, N52201, N37458, N46501, N36037, N59908, N64933, N58129, N13640, N27553, N41498, N39109, N16914, N26584, N41285, N29217, N61969
U76414, iter_0: N58264, N5288, N48487, N14170, N1539, N33623, N64273, N58660, N18151, N47652, N308, N17778, N35436, N2994, N52577, N40752, N50942, N53381, N20576, N19623
U76414, iter_1: N34031, N37346, N30288, N38869, N35252, N25163, N16914, N3416, N61296, N59960, N61623, N51099, N20394, N58129, N13640, N29217, N50565, N28983, N34344, N46501
U76414, iter_2: N6056, N16461, N1344, N4661, N45754, N41400, N21590, N51187, N43386, N11551, N17510, N279, N53335, N38797, N33120, N47433, N5886, N26488, N52835, N28324
U76424, iter_0: N34031, N16914, N7112, N26584, N38898, N10278, N1371, N43386, N52577, N29363, N57521, N13640, N50942, N64095, N65103, N12613, N4610, N4287, N32277, N48084
U76450, iter_0: N22575, N52835, N30288, N59653, N32708, N2649, N47975, N4680, N61844, N3138, N9118, N308, N39298, N26584, N26488, N24467, N34031, N53593, N51875, N45754
U7646, iter_0: N47370, N24275, N18151, N26781, N30288, N308, N4680, N31556, N18571, N26537, N37500, N40899, N37272, N43400, N45017, N28448, N57451, N18312, N16725, N40752
U7646, iter_1: N21290, N40670, N28152, N62092, N3138, N18291, N18295, N9321, N39298, N22985, N40906, N38797, N38504, N57403, N557, N64933, N53298, N15194, N11083, N5085
U7646, iter_2: N59526, N62033, N11289, N53381, N46586, N54439, N48077, N37346, N14809, N38898, N15559, N56270, N53013, N60244, N30562, N64077, N16680, N44903, N1091, N28571
U76477, iter_0: N20816, N29541, N22456, N63390, N60041, N42670, N60531, N12613, N30562, N60035, N20478, N7826, N1065, N14978, N60244, N14990, N41126, N58070, N12703, N5576
U76489, iter_0: N23603, N38898, N47216, N53335, N47652, N8375, N53011, N55723, N39399, N14170, N7112, N308, N37458, N50775, N47433, N28324, N48407, N39432, N8595, N32277
U76495, iter_0: N63860, N31978, N39399, N14170, N51489, N59981, N55723, N9846, N1371, N59385, N31289, N31884, N24424, N30689, N43386, N18571, N28640, N48049, N7112, N62894
U76501, iter_0: N1344, N5886, N45754, N51187, N6056, N4661, N11551, N17510, N46037, N26488, N35252, N53910, N51099, N21590, N41400, N47433, N53335, N2994, N16461, N52835
U76528, iter_0: N7330, N29541, N30929, N15279, N8907, N35725, N26130, N41400, N59022, N59685, N24213, N1575, N60192, N37589, N40468, N30562, N11551, N29363, N60027, N28129
U76535, iter_0: N21290, N47902, N38333, N37007, N49712, N30288, N46915, N47433, N15194, N3007, N40221, N59908, N53335, N557, N39298, N2649, N5693, N26762, N23918, N34031
U76535, iter_1: N20576, N22975, N48487, N42670, N44417, N46586, N40752, N60472, N47380, N28983, N26537, N59685, N59960, N35671, N52577, N50565, N41400, N5886, N53013, N26690
U76535, iter_2: N46501, N29930, N23194, N28725, N41006, N8162, N32239, N20947, N2704, N40670, N62170, N35619, N35252, N42877, N21590, N11289, N26584, N64077, N56434, N18571
U76535, iter_3: N39151, N14964, N24272, N55913, N34044, N34490, N17720, N16628, N56711, N7010, N23805, N45586, N3064, N44737, N60750, N1344, N43269, N10786, N3234, N46377
U76535, iter_4: N28420, N45561, N61466, N11083, N7173, N58656, N29920, N16461, N17952, N11789, N29722, N23602, N1067, N5085, N29627, N3138, N53728, N308, N19477, N775
U76540, iter_0: N36408, N39399, N38898, N308, N59981, N50372, N64095, N1539, N4610, N9846, N62001, N13941, N27891, N33120, N7112, N29322, N61970, N10278, N53013, N44765
U76557, iter_0: N53011, N61593, N37458, N61970, N53335, N38333, N26762, N39109, N18295, N308, N54587, N28281, N26792, N26584, N51099, N33670, N43646, N37346, N11083, N30118
U76560, iter_0: N3045, N61296, N40221, N59307, N23603, N60599, N53013, N308, N14809, N52577, N1344, N26584, N17510, N34031, N28281, N26690, N24424, N50942, N8595, N19004
U76566, iter_0: N17952, N44417, N60550, N6578, N11083, N32239, N28072, N41221, N21290, N18063, N33469, N23547, N29541, N30562, N26584, N30422, N20394, N24686, N61593, N20576
U76566, iter_1: N40752, N54571, N26690, N60041, N40221, N34344, N11944, N58129, N13640, N46203, N54018, N4290, N62894, N8162, N46037, N6994, N35252, N53630, N49038, N48084
U76566, iter_2: N1344, N41400, N11551, N4680, N38333, N47975, N37500, N57888, N40356, N38797, N1189, N51875, N308, N33634, N62092, N52299, N17360, N61466, N15194, N16461
U76576, iter_0: N53013, N308, N18571, N16914, N36037, N16725, N30288, N16461, N13640, N37458, N36408, N45017, N2159, N26584, N5886, N18151, N1344, N2994, N18295, N43400
U76576, iter_1: N22975, N706, N58660, N34805, N5288, N52312, N52577, N7568, N64721, N53381, N39463, N53754, N31409, N30118, N32196, N436, N60531, N24617, N21681, N46783
U76576, iter_2: N4680, N16477, N37007, N22690, N28072, N61466, N34344, N4107, N34031, N64954, N21290, N18449, N38504, N11083, N47975, N40324, N9135, N8162, N56270, N61296
U76591, iter_0: N21290, N23547, N16477, N49712, N42877, N53910, N2649, N10541, N60472, N36612, N30288, N17578, N36037, N47975, N3138, N5886, N45561, N22575, N34360, N45754
U766, iter_0: N34004, N5940, N7470, N35238, N20601, N19685, N32196, N51489, N54014, N8889, N38951, N20177, N42622, N51119, N64335, N47572, N63681, N32786, N56211, N56132
U7662, iter_0: N20576, N33623, N1065, N32073, N36689, N32759, N60531, N52009, N51690, N60472, N53630, N14170, N60041, N22975, N22456, N55830, N58129, N44645, N50565, N38915
U7662, iter_1: N24467, N308, N62170, N26584, N22985, N17936, N59908, N18132, N16725, N3138, N16477, N4680, N31556, N13347, N24424, N18312, N3541, N46130, N29217, N20947
U7662, iter_2: N2062, N38898, N20816, N31179, N12613, N49038, N1091, N26537, N8162, N61969, N62393, N16461, N10541, N43400, N53308, N18978, N64077, N5576, N32277, N40575
U76620, iter_0: N46037, N42196, N60059, N37146, N44645, N41113, N16461, N61969, N52588, N26537, N19477, N59908, N46915, N53515, N61466, N34031, N40575, N38333, N63681, N13498
U76620, iter_1: N42676, N41365, N48849, N26614, N56838, N50514, N40808, N56227, N7568, N18708, N35062, N45317, N64037, N19019, N7010, N22483, N30648, N53593, N7799, N52850
U76620, iter_2: N26063, N42622, N52929, N20177, N59960, N14333, N61970, N60599, N41621, N64469, N44166, N54437, N41547, N6532, N10008, N60531, N43361, N60939, N20394, N64264
U76635, iter_0: N54571, N14170, N39399, N59385, N47433, N55723, N23603, N5886, N62001, N35252, N53335, N1539, N51187, N3045, N308, N61623, N60192, N2994, N60550, N62894
U76668, iter_0: N28983, N40906, N3007, N47572, N3416, N26262, N9135, N15194, N62170, N5886, N45017, N22664, N36612, N38869, N47370, N49712, N11289, N51187, N27906, N18895
U7667, iter_0: N59494, N10541, N59867, N41285, N9135, N61296, N28281, N61472, N37346, N44166, N11092, N38882, N16477, N40206, N28152, N37272, N18291, N37553, N38311, N62170
U76671, iter_0: N53201, N41113, N11931, N50775, N40206, N40575, N57180, N19477, N61296, N30288, N59908, N25015, N45561, N1067, N17578, N10541, N26057, N19387, N56434, N40985
U76700, iter_0: N62393, N40752, N13498, N18151, N13980, N2704, N15559, N30288, N25837, N52201, N18571, N61296, N40575, N60472, N32073, N64077, N37346, N18295, N11041, N57180
U76707, iter_0: N27891, N8711, N22975, N47216, N8375, N30288, N2704, N2062, N58251, N59908, N7852, N13408, N41658, N6532, N38901, N58070, N29952, N9354, N14170, N44166
U76752, iter_0: N14990, N22456, N6532, N279, N6873, N41400, N8907, N2994, N41172, N19433, N27936, N26271, N26488, N43386, N4661, N33120, N30288, N15279, N44249, N40468
U76771, iter_0: N54571, N41400, N26488, N37589, N44249, N22456, N4661, N25163, N2994, N1539, N11569, N7826, N3416, N29363, N52577, N48487, N34031, N53754, N8907, N3045
U76799, iter_0: N34081, N6371, N65103, N32641, N31556, N2704, N13408, N36916, N30288, N41658, N30422, N39184, N24275, N40575, N58129, N2159, N12703, N6209, N37266, N10541
U76811, iter_0: N15559, N43460, N25015, N39932, N2994, N21063, N47087, N56456, N8711, N33120, N47190, N26537, N37272, N26262, N62001, N41172, N41006, N279, N63746, N3841
U76816, iter_0: N62001, N41285, N26537, N4107, N8711, N49973, N16725, N31556, N36037, N30288, N45017, N11931, N11289, N64954, N55229, N41498, N64077, N28983, N46203, N37266
U76818, iter_0: N61973, N6873, N21590, N24617, N38869, N38142, N22456, N6209, N63390, N44417, N6578, N6371, N30288, N31884, N41285, N25130, N51187, N30562, N34081, N14333
U76820, iter_0: N58264, N51187, N53013, N61296, N18151, N31556, N308, N1344, N32073, N46501, N43400, N11551, N3996, N2994, N279, N58129, N2159, N26584, N30288, N40575
U76820, iter_1: N38733, N41387, N38901, N27866, N51875, N19433, N50058, N54587, N19623, N52577, N18310, N56347, N31789, N40906, N11569, N59307, N53381, N16461, N6873, N11083
U76820, iter_2: N52835, N13640, N34081, N3416, N64077, N61970, N5886, N38797, N36037, N46037, N34031, N49038, N11041, N25163, N4107, N18295, N59385, N52776, N47190, N21063
U76852, iter_0: N29369, N42890, N35447, N17998, N64335, N65058, N64412, N48487, N13408, N42670, N8595, N52835, N59385, N9846, N58264, N5576, N2704, N16914, N32536, N7868
U76852, iter_1: N44166, N32489, N11289, N61623, N36408, N52776, N29268, N64954, N41285, N59307, N29511, N3293, N43822, N51867, N2994, N45017, N279, N16725, N33120, N52201
U76852, iter_2: N1790, N51780, N19040, N34869, N25609, N26370, N12019, N36089, N43342, N31053, N47906, N58542, N41133, N61241, N37994, N18202, N15632, N34709, N61, N26125
U76853, iter_0: N29450, N557, N53011, N1667, N47370, N29722, N2649, N31782, N5519, N42223, N19477, N21290, N17936, N26762, N18151, N57888, N45017, N46178, N34360, N37007
U76853, iter_1: N41621, N4610, N35436, N19536, N42890, N27891, N6642, N33297, N21063, N18295, N46037, N1344, N28640, N48659, N48077, N43361, N16461, N36037, N60472, N43984
U76853, iter_2: N33670, N18485, N37553, N42196, N15559, N9118, N37146, N32288, N61296, N29217, N36249, N44166, N11092, N38797, N62393, N31014, N33326, N13347, N11083, N40906
U76853, iter_3: N27361, N19694, N63647, N14523, N25501, N62465, N41626, N23244, N32290, N30207, N25257, N13854, N51793, N8118, N56620, N10757, N5949, N53346, N21826, N19298
U76853, iter_4: N19990, N15481, N38206, N29930, N43772, N64545, N18729, N41877, N33218, N64835, N57675, N32015, N20074, N11308, N19387, N40470, N8361, N45466, N11955, N43053
U7688, iter_0: N36612, N51187, N28072, N41640, N47370, N47087, N31782, N53443, N19477, N39463, N15194, N29450, N29930, N47902, N49834, N38333, N41221, N17936, N46084, N557
U76902, iter_0: N18485, N39463, N31782, N37007, N19477, N38333, N29450, N28072, N53443, N47370, N47902, N41221, N46441, N58030, N30401, N24109, N557, N31454, N28725, N2235
U76912, iter_0: N51287, N37272, N47020, N46263, N17161, N53346, N32433, N18828, N41380, N25992, N41548, N31556, N35381, N9966, N1914, N28496, N56943, N32288, N61230, N35389
U76944, iter_0: N30288, N56804, N16725, N56270, N29217, N49878, N22985, N53308, N56434, N34081, N32073, N27553, N44645, N58129, N37458, N64933, N51690, N26584, N31179, N62393
U76945, iter_0: N46577, N9368, N15489, N33576, N64439, N8322, N45523, N46396, N37793, N19592, N33169, N24981, N6406, N2822, N20577, N35238, N63509, N60310, N30835, N34055
U76945, iter_1: N28571, N16461, N34081, N52492, N18291, N61296, N51187, N61970, N62170, N11289, N52201, N51099, N2704, N61472, N25163, N38797, N31014, N5886, N8162, N39399
U76945, iter_2: N45676, N10046, N5223, N28275, N61787, N50514, N20270, N57462, N34794, N27975, N32786, N48729, N35815, N45611, N59044, N57403, N36689, N130, N7092, N27318
U76946, iter_0: N1539, N61969, N2704, N27318, N4034, N51690, N47380, N59908, N33297, N56217, N48077, N51489, N9354, N52776, N4107, N13941, N28129, N52492, N18291, N45960
U76946, iter_1: N59981, N38733, N36408, N308, N706, N6371, N436, N7112, N53630, N47652, N17510, N301, N53687, N13408, N11681, N54437, N42890, N775, N17998, N26063
U76946, iter_2: N51187, N24424, N8162, N28420, N41387, N18895, N29217, N31014, N28152, N47902, N2159, N21590, N15559, N11551, N42196, N23409, N43361, N29920, N16461, N33326
U76967, iter_0: N28072, N5886, N23184, N21290, N51187, N14257, N15194, N42877, N43460, N18151, N56456, N4754, N30288, N45017, N47087, N55397, N3416, N39399, N63746, N40752
U76979, iter_0: N25163, N5886, N41400, N30288, N8162, N1344, N40221, N58129, N308, N11551, N13640, N29217, N34031, N49038, N47433, N16461, N51187, N56270, N28571, N15559
U76979, iter_1: N51253, N17161, N20136, N28132, N5009, N18828, N36436, N34865, N21539, N26408, N8907, N40852, N7092, N41380, N35436, N4505, N10993, N57340, N62465, N18253
U76979, iter_2: N60939, N7330, N60550, N30929, N46203, N28983, N27936, N26584, N3416, N20325, N20478, N6056, N37589, N54018, N59960, N25130, N59526, N11681, N32196, N38915
U76998, iter_0: N49252, N22456, N21590, N5288, N3416, N17510, N40468, N25163, N52835, N31556, N30288, N2994, N706, N29541, N6471, N32393, N4661, N6056, N5886, N48077
U77033, iter_0: N20331, N61296, N40078, N59908, N31395, N40468, N3841, N57180, N61472, N47370, N53013, N15559, N26537, N37272, N61466, N4857, N40356, N41400, N26488, N8162
U77033, iter_1: N35619, N18571, N8711, N52588, N47087, N22985, N46037, N18295, N59960, N43646, N40985, N30118, N46915, N9409, N62092, N34031, N26762, N52098, N23918, N1860
U77033, iter_2: N31014, N11931, N13347, N49038, N56217, N64954, N64372, N18291, N28281, N50565, N40221, N52492, N24424, N18151, N11041, N41498, N10541, N16725, N44249, N51187
U77036, iter_0: N23603, N62033, N44765, N27891, N35436, N26690, N61973, N17672, N29627, N19623, N37346, N10278, N34817, N19004, N11041, N7017, N9527, N40221, N46586, N61296
U7705, iter_0: N47216, N48487, N14170, N9846, N60550, N53335, N27891, N47652, N58264, N4610, N61973, N39184, N35725, N28640, N64095, N27079, N17342, N50372, N6056, N55723
U77061, iter_0: N25163, N62207, N41172, N16461, N37346, N308, N16477, N61970, N22575, N61296, N54587, N28983, N39298, N41400, N20947, N15559, N50670, N26488, N32239, N16117
U7707, iter_0: N9846, N32139, N49973, N59685, N27906, N61040, N64954, N31014, N22985, N7017, N9527, N26690, N44765, N55723, N19811, N57403, N46501, N1065, N43361, N13865
U77083, iter_0: N8375, N33120, N44765, N64335, N60027, N53910, N28324, N55723, N40752, N23603, N11551, N35671, N13980, N6056, N6471, N37458, N6209, N64273, N33623, N41172
U77084, iter_0: N5940, N26537, N26781, N57180, N37272, N43438, N18895, N1575, N28152, N35619, N47572, N46203, N38504, N38882, N32288, N61970, N61466, N11041, N18571, N62393
U77111, iter_0: N3045, N37500, N44765, N30401, N50484, N22456, N55830, N22985, N15279, N31395, N60192, N58030, N3380, N53515, N7330, N30288, N61363, N18332, N11930, N37589
U77130, iter_0: N557, N34495, N20331, N53335, N55723, N36612, N11083, N49834, N34360, N26781, N2649, N53011, N38333, N36740, N3138, N41640, N46441, N30118, N62750, N24109
U77134, iter_0: N10541, N57225, N1575, N29952, N62170, N56434, N7961, N31939, N51489, N5288, N5886, N22975, N49878, N31556, N13347, N36689, N29217, N56471, N27553, N51690
U77134, iter_1: N54587, N58414, N31423, N16477, N64954, N40752, N47572, N30288, N22690, N52098, N16461, N11551, N16117, N43822, N27532, N23184, N21590, N57451, N308, N26792
U77134, iter_2: N57403, N34031, N58129, N50775, N11041, N57180, N4107, N21681, N11092, N44249, N52835, N28324, N51187, N28281, N58264, N2994, N1344, N18794, N62393, N52201
U77134, iter_3: N38404, N3034, N5652, N7895, N41174, N17865, N27518, N38770, N6761, N23814, N50555, N7792, N15469, N45912, N15855, N57041, N51795, N53916, N16120, N49279
U77134, iter_4: N3380, N35671, N56458, N29369, N34949, N7173, N1371, N64469, N54439, N14809, N936, N436, N48487, N301, N20764, N13464, N55830, N42622, N54437, N41497
U77139, iter_0: N41640, N29920, N47902, N19477, N46084, N41006, N26762, N49973, N52299, N60059, N27906, N46915, N31454, N53335, N36740, N59908, N41221, N57972, N2704, N31782
U7714, iter_0: N23336, N56133, N27975, N15773, N29107, N24424, N52098, N50514, N27532, N23938, N53013, N29404, N47151, N5519, N57462, N61472, N59174, N37553, N4089, N62632
U77149, iter_0: N28983, N47380, N54571, N52588, N34031, N308, N60192, N49609, N64095, N60550, N20394, N20459, N20984, N20177, N7173, N53381, N23602, N15279, N45754, N39932
U77149, iter_1: N37007, N3007, N61593, N11083, N2704, N40985, N16431, N1860, N11041, N4680, N30288, N1344, N31423, N34081, N56270, N47975, N60472, N1067, N54587, N5886
U77149, iter_2: N29322, N36916, N54439, N48487, N58070, N54437, N28851, N53630, N44249, N34805, N49038, N4556, N48717, N35671, N63390, N4287, N33469, N14333, N24701, N59908
U77149, iter_3: N41934, N30835, N34055, N35051, N25064, N5358, N38381, N23490, N20876, N61483, N53346, N42846, N53237, N45912, N61326, N15481, N57598, N33871, N48224, N30273
U77149, iter_4: N39184, N26584, N40752, N41172, N52577, N775, N19321, N56211, N45017, N53986, N43400, N50775, N61970, N60599, N61969, N59385, N62393, N59960, N38951, N4107
U77179, iter_0: N28103, N53335, N57403, N1667, N53013, N47553, N61970, N31782, N12330, N4680, N37458, N36037, N43646, N56804, N26584, N24275, N18485, N8711, N28281, N12477
U77183, iter_0: N308, N1067, N54587, N30288, N26537, N5519, N21290, N27553, N1575, N2704, N18794, N29217, N12330, N53011, N51690, N27906, N24109, N56804, N26792, N30345
U77187, iter_0: N3416, N17510, N41172, N11551, N45754, N6056, N21590, N4661, N5886, N308, N33120, N25163, N39399, N59385, N52835, N16461, N53910, N58264, N2994, N36408
U77189, iter_0: N12613, N58129, N32641, N50657, N16914, N37346, N36916, N60939, N64933, N47190, N42499, N52577, N42622, N26048, N58660, N60035, N10541, N60041, N8162, N33877
U77196, iter_0: N33297, N6578, N1539, N20478, N26063, N20394, N57521, N54136, N56211, N38142, N11551, N60472, N4610, N1663, N45754, N51489, N7112, N32641, N48049, N63860
U77196, iter_1: N37007, N46915, N1067, N28072, N34031, N13347, N29217, N4680, N39298, N4107, N18895, N56270, N17936, N40221, N40985, N40575, N51187, N41640, N49878, N5886
U77196, iter_2: N52577, N48077, N28643, N43246, N12613, N1344, N64077, N47190, N49038, N14333, N59908, N13640, N62170, N55229, N16461, N52201, N27906, N21063, N43822, N47433
U77227, iter_0: N29450, N31782, N15559, N53443, N2235, N279, N18295, N49955, N58264, N28072, N37007, N38333, N2994, N51187, N53335, N55723, N54752, N53011, N59960, N3007
U77248, iter_0: N28324, N34344, N18151, N58264, N3996, N59385, N58660, N63255, N44249, N59022, N46283, N33623, N48487, N6056, N25163, N1952, N38898, N53013, N31884, N48084
U77253, iter_0: N33212, N4754, N30689, N30345, N43460, N60027, N24458, N23184, N57034, N16431, N18132, N36249, N55397, N26262, N40324, N6532, N62894, N61241, N24686, N54571
U77260, iter_0: N53910, N52835, N29930, N41113, N33120, N36612, N61363, N62207, N41172, N2530, N34360, N41006, N28072, N49712, N2649, N279, N18151, N34495, N7947, N21290
U77287, iter_0: N26488, N34031, N28983, N40468, N3416, N308, N30288, N43386, N49038, N44249, N59385, N41400, N55723, N8162, N59908, N21590, N279, N26584, N38797, N61623
U77287, iter_1: N24458, N7947, N54571, N9409, N18132, N48077, N57888, N27936, N26130, N28851, N29363, N16477, N15194, N47433, N43955, N38733, N17342, N58414, N59367, N7173
U77287, iter_2: N60192, N29541, N6767, N30422, N3045, N5576, N52577, N7330, N11289, N62170, N5886, N2994, N62393, N11675, N6056, N14978, N4661, N58129, N53381, N13640
U77325, iter_0: N14257, N279, N18151, N53910, N3865, N28324, N11551, N51187, N49712, N40356, N40906, N47370, N5228, N41113, N59494, N62750, N34344, N5886, N28072, N22664
U77328, iter_0: N11551, N3416, N40078, N30288, N56804, N57451, N38797, N59653, N9409, N34601, N21590, N21681, N58129, N8162, N26262, N37500, N38556, N47433, N26584, N16725
U77347, iter_0: N63390, N706, N40468, N19998, N14333, N58660, N39184, N2994, N15559, N6056, N46203, N34344, N57034, N18151, N3416, N17510, N11551, N28800, N48084, N20478
U7736, iter_0: N16804, N1663, N24275, N10541, N30689, N44166, N61241, N52098, N308, N56471, N13347, N59908, N19433, N44640, N20236, N40390, N53364, N58129, N5576, N1539
U7736, iter_1: N1575, N7470, N11092, N41498, N29217, N2159, N50565, N1344, N9971, N47572, N46203, N50670, N11931, N37272, N16431, N57451, N20394, N26584, N49038, N40324
U7736, iter_2: N11681, N40575, N8907, N1091, N64933, N34949, N31556, N775, N16577, N16725, N29627, N19998, N52201, N64721, N279, N7017, N9527, N4128, N48487, N35252
U7736, iter_3: N33576, N3726, N19592, N6390, N30671, N46892, N36836, N53108, N36495, N30046, N15628, N5009, N61326, N21885, N15574, N15947, N35609, N64748, N48022, N17376
U7736, iter_4: N12613, N7961, N38869, N53013, N45960, N18978, N43361, N62170, N40728, N38951, N33297, N24213, N436, N48049, N49878, N44903, N19623, N60041, N12703, N16680
U77407, iter_0: N13498, N47190, N63746, N40752, N677, N40575, N43438, N41006, N26781, N1575, N61296, N11931, N62170, N7947, N38882, N52201, N21142, N43646, N5519, N56804
