U10008, iter_0: N47868, N14964, N59257, N50831, N51552, N12999, N32038, N56645, N17115, N9944, N42167, N48730, N14354, N3116, N59577, N36777, N54113, N61296, N28275, N25133
U48401, iter_0: N44249, N40324, N36249, N21290, N11569, N61241, N62423, N48659, N33212, N60041, N64469, N3138, N47380, N1539, N14170, N61466, N51875, N27738, N56347, N46283
U48412, iter_0: N46037, N59385, N58264, N53335, N41172, N16461, N1344, N40468, N61970, N35252, N38797, N34031, N55723, N44249, N279, N28324, N33120, N2994, N41400, N47433
U48422, iter_0: N34081, N62393, N9846, N52776, N61969, N8162, N62170, N2159, N13347, N39932, N46203, N27906, N11092, N16725, N43400, N43646, N8711, N43822, N2704, N32073
U48444, iter_0: N51187, N40468, N17510, N53335, N16461, N308, N5886, N44249, N41172, N28324, N6056, N61970, N21590, N11551, N47433, N34031, N33120, N39399, N46037, N3416
U48447, iter_0: N6471, N29363, N33212, N31789, N53837, N6209, N64095, N18978, N17342, N59367, N57403, N59833, N29322, N20478, N45793, N27731, N60264, N2062, N43438, N4610
U48450, iter_0: N15331, N58660, N38142, N29268, N59526, N6873, N1344, N50942, N3293, N47848, N7826, N3996, N44765, N61296, N37346, N1952, N52764, N5576, N46037, N5886
U48494, iter_0: N23184, N43460, N4754, N54752, N60105, N18895, N9734, N56456, N33831, N30345, N47087, N31454, N31423, N103, N64606, N29722, N24467, N46915, N43301, N24686
U48514, iter_0: N12477, N557, N3007, N19477, N33634, N40078, N14252, N31782, N62820, N31454, N31556, N41285, N49834, N41064, N23409, N18332, N18485, N53728, N53443, N10379
U48522, iter_0: N8400, N9719, N27832, N29128, N1539, N29511, N55819, N15887, N64816, N8162, N7328, N12570, N10335, N15066, N11718, N28895, N9621, N64120, N49831, N21030
U48533, iter_0: N45017, N37346, N11289, N28103, N16725, N53308, N8162, N63546, N13347, N31014, N59586, N46203, N56270, N38869, N18151, N24424, N57001, N43822, N28983, N64954
U48545, iter_0: N59908, N40221, N57403, N61969, N62170, N26537, N61296, N52588, N33326, N41285, N44166, N2704, N34081, N43400, N11931, N49038, N4107, N46203, N60599, N46501
U48545, iter_1: N436, N43984, N19321, N42622, N29511, N31492, N7852, N56132, N59307, N50657, N48302, N60939, N34457, N9354, N59042, N24701, N301, N25774, N50484, N10885
U48545, iter_2: N2659, N12299, N64409, N56890, N63037, N55392, N21290, N33363, N60472, N24717, N2159, N44476, N41850, N58785, N23455, N52016, N32734, N26953, N57216, N63303
U48586, iter_0: N6578, N8907, N58660, N28800, N33212, N40985, N32641, N64095, N1539, N64412, N34457, N40670, N4610, N31294, N29363, N26762, N53364, N24213, N31423, N46586
U48606, iter_0: N15279, N30639, N4287, N47848, N32536, N50484, N34805, N19321, N43438, N10885, N26130, N41285, N12703, N27906, N33469, N38142, N27936, N58264, N50453, N53754
U48607, iter_0: N45612, N8162, N28103, N13980, N42196, N53013, N46203, N32073, N24424, N41285, N30288, N41498, N9846, N62001, N45017, N39932, N8711, N28983, N13640, N57180
U48626, iter_0: N49878, N49973, N52201, N20236, N18151, N27906, N33831, N50565, N5886, N43460, N30345, N18794, N1477, N24467, N50775, N21290, N3138, N53910, N2649, N55397
U48627, iter_0: N38142, N38869, N20576, N48084, N13498, N37346, N6578, N1344, N33526, N24275, N20478, N40575, N49609, N52588, N30536, N16914, N40221, N43246, N59960, N48049
U4863, iter_0: N2704, N43646, N11931, N2159, N11041, N31556, N43438, N40221, N25837, N15559, N37458, N63546, N61969, N52588, N57403, N11551, N13498, N52776, N53013, N40752
U4863, iter_1: N46917, N19025, N33469, N52929, N30401, N5288, N20325, N48077, N52577, N7173, N37553, N46379, N17936, N6371, N34805, N28072, N61466, N39149, N14802, N47206
U4863, iter_2: N34171, N39061, N60520, N4390, N3781, N50776, N63385, N25107, N2869, N45947, N10879, N53114, N1307, N16054, N57327, N20545, N35861, N57763, N39456, N25860
U4863, iter_3: N51875, N57888, N29364, N46441, N38882, N13464, N37007, N25163, N46037, N38797, N40956, N41387, N53728, N16461, N308, N26057, N63681, N5085, N26792, N29722
U4863, iter_4: N54018, N25130, N50775, N41658, N677, N32786, N54437, N42196, N47380, N41285, N48455, N26048, N21312, N44166, N11092, N18020, N27738, N4034, N4107, N59526
U48631, iter_0: N5693, N33634, N53910, N47370, N13640, N29722, N37346, N5085, N37007, N46915, N3996, N24275, N61593, N557, N29920, N40221, N40906, N7568, N47572, N39463
U48643, iter_0: N47433, N61970, N43646, N39399, N28324, N62750, N40206, N15194, N11083, N24109, N38333, N60105, N33831, N4661, N56434, N62436, N34495, N28725, N64372, N53335
U48643, iter_1: N28448, N1860, N64077, N47572, N15559, N35252, N31454, N2235, N46037, N32239, N47975, N34457, N18312, N37500, N6056, N43822, N62092, N38504, N1477, N28072
U48643, iter_2: N53011, N13640, N25837, N13347, N43361, N59908, N40221, N55229, N39932, N50565, N43438, N52835, N47190, N34344, N34031, N24424, N53308, N37458, N11289, N64933
U48683, iter_0: N15194, N61970, N23682, N45017, N37346, N56217, N9321, N43822, N18350, N62170, N16725, N26781, N49038, N60472, N31014, N55531, N64077, N43400, N1575, N43361
U48700, iter_0: N2704, N1189, N46037, N17578, N61466, N10379, N11289, N8889, N26762, N34457, N40752, N20764, N46379, N59586, N26537, N13498, N5693, N19477, N17936, N1477
U48718, iter_0: N64954, N30536, N18145, N35671, N53754, N27553, N33326, N60531, N22985, N54437, N13916, N47206, N10885, N64372, N19811, N61472, N1091, N35238, N56804, N45960
U48727, iter_0: N40468, N62001, N31423, N27866, N7568, N40078, N13464, N57888, N59908, N46178, N43955, N26762, N47087, N42877, N53013, N59067, N47433, N32073, N56456, N3996
U48727, iter_1: N53906, N3742, N28855, N11793, N61532, N27020, N49252, N20296, N55943, N39112, N64095, N25509, N13261, N31789, N5088, N37994, N28751, N39890, N13055, N22722
U48727, iter_2: N61970, N11551, N9846, N47190, N24424, N103, N59385, N51875, N3416, N3865, N38556, N5886, N55397, N11289, N24458, N35252, N21681, N2704, N3138, N29217
U48746, iter_0: N44249, N5886, N5940, N28327, N31014, N31423, N36249, N36612, N15194, N9321, N23184, N41113, N42877, N47572, N3138, N28072, N29217, N59385, N24467, N24458
U48747, iter_0: N44249, N45754, N53910, N51187, N16461, N3416, N25163, N5886, N33120, N52835, N47433, N53335, N17510, N35252, N21590, N61970, N38797, N55723, N46037, N41172
U48790, iter_0: N57403, N47572, N47087, N45017, N27866, N43646, N5940, N3996, N13980, N24424, N49712, N8711, N9846, N34081, N45612, N50775, N38869, N5085, N4107, N13498
U48790, iter_1: N31423, N13464, N43955, N53298, N28072, N18312, N16431, N42877, N21290, N16461, N2530, N1067, N20507, N34360, N4857, N8657, N34457, N23409, N63746, N3138
U48790, iter_2: N59526, N14978, N35671, N46283, N7173, N6209, N1091, N31789, N7868, N41172, N61296, N30639, N14170, N16804, N33212, N19025, N47652, N44903, N62170, N4556
U4880, iter_0: N18295, N62423, N59685, N38869, N34805, N4610, N46037, N26690, N43438, N1663, N53011, N19623, N11551, N40575, N64469, N44640, N37146, N18151, N40221, N677
U4880, iter_1: N55029, N5519, N56711, N20746, N55191, N49955, N12218, N48789, N22825, N51995, N51980, N57138, N61973, N62227, N17936, N62921, N60520, N58857, N58527, N57546
U4880, iter_2: N19025, N279, N44765, N25130, N60041, N32196, N21590, N50484, N10278, N6994, N47848, N64183, N35252, N31294, N36408, N55723, N48717, N53735, N53001, N11823
U48817, iter_0: N41172, N58264, N38053, N6056, N59385, N24109, N23547, N5886, N36249, N31679, N61623, N47433, N55555, N38311, N54752, N64606, N26262, N40324, N43301, N24686
U48830, iter_0: N43646, N59960, N53910, N55723, N38797, N13498, N45017, N61970, N40575, N49038, N47433, N46501, N52588, N13640, N43386, N40221, N28983, N11931, N677, N1575
U48830, iter_1: N42670, N4290, N775, N33634, N51875, N33469, N1185, N3007, N8889, N55555, N21941, N33877, N26762, N56347, N12477, N49252, N12682, N48084, N23918, N10278
U48830, iter_2: N38882, N42877, N26057, N11551, N40906, N62820, N29364, N15559, N29722, N46037, N64077, N27906, N28324, N32239, N39399, N57888, N38504, N9734, N15194, N24458
U48853, iter_0: N63390, N60192, N61472, N13498, N12330, N41285, N60550, N45960, N57180, N44249, N52201, N47206, N30536, N30562, N7826, N34081, N32536, N43386, N8306, N2994
U48880, iter_0: N13498, N60472, N40752, N16914, N31014, N39109, N33326, N59960, N53308, N45017, N34081, N64954, N58129, N28103, N2704, N24275, N38869, N25837, N2159, N50775
U48882, iter_0: N41064, N26762, N46178, N61970, N53335, N51187, N60472, N26781, N24424, N39298, N24109, N2235, N11652, N39463, N18332, N41640, N53011, N36408, N45017, N15559
U48882, iter_1: N48077, N33297, N47902, N58251, N4680, N62820, N4290, N6371, N59833, N46037, N8375, N49252, N31492, N20507, N53735, N46783, N18485, N11823, N11015, N28072
U48882, iter_2: N31014, N35252, N56270, N53168, N43361, N55723, N21590, N57180, N38797, N5886, N45754, N25163, N28324, N3416, N26488, N46501, N43646, N47190, N64077, N26537
U48894, iter_0: N24275, N45017, N43386, N58354, N3996, N16725, N20507, N24424, N30288, N39463, N46203, N36249, N33326, N62820, N40221, N30345, N3138, N11289, N38053, N61296
U48933, iter_0: N49609, N19536, N35436, N59526, N13498, N45612, N38142, N31884, N936, N40752, N33469, N26048, N46037, N19321, N52588, N50657, N11041, N53910, N37458, N53381
U4897, iter_0: N60264, N51187, N18151, N27079, N33469, N44417, N5288, N8306, N22975, N37346, N33212, N32393, N18145, N48084, N20478, N45760, N53986, N4290, N4107, N11551
U48972, iter_0: N61970, N55723, N3416, N6056, N36408, N53335, N41172, N59385, N58264, N53910, N17510, N45754, N279, N40468, N33120, N4661, N26488, N61623, N28324, N35252
U49010, iter_0: N13916, N5576, N54792, N31294, N44903, N29363, N59307, N33469, N38333, N19387, N25015, N42499, N53910, N39015, N4290, N36689, N37055, N61951, N39298, N60747
U49011, iter_0: N6056, N62001, N33623, N60550, N33469, N60027, N33326, N47433, N11569, N11930, N62894, N38797, N60192, N5886, N4661, N43386, N50372, N6873, N61623, N58264
U49018, iter_0: N49955, N30345, N55397, N5519, N40956, N23409, N27866, N25015, N34360, N3138, N33831, N32239, N64077, N61593, N29364, N4680, N18312, N23682, N34457, N60105
U49032, iter_0: N52312, N52588, N36408, N34360, N53011, N59960, N41640, N62393, N57451, N53335, N58656, N46441, N38797, N308, N47553, N11083, N43646, N23682, N5085, N52492
U49050, iter_0: N38797, N9734, N29364, N60105, N28327, N43386, N3007, N41640, N42877, N43646, N33634, N24109, N29930, N3841, N62092, N60472, N62820, N20507, N40575, N34360
U49070, iter_0: N7112, N39932, N6056, N22975, N56211, N27079, N35671, N4661, N48077, N64273, N53630, N1539, N59981, N11289, N54571, N64744, N4128, N59367, N20576, N41498
U49080, iter_0: N45793, N50484, N29217, N29363, N48049, N64933, N59908, N11681, N41498, N14990, N49878, N1065, N6532, N1091, N6578, N20394, N31676, N32139, N30689, N1663
U49080, iter_1: N58070, N20459, N11569, N15331, N5886, N8709, N42499, N22456, N43984, N13408, N30639, N1539, N12613, N26063, N29268, N10612, N46917, N7826, N54437, N1371
U49080, iter_2: N46915, N40956, N40899, N40985, N13498, N20507, N31454, N62820, N53728, N40324, N29920, N41640, N31423, N11652, N9734, N57888, N58030, N11931, N29930, N13640
U49080, iter_3: N14436, N19770, N31376, N51008, N225, N51954, N20426, N42163, N59375, N41698, N1847, N29292, N24539, N30648, N14154, N37954, N21542, N46407, N35094, N16619
U49080, iter_4: N43438, N37266, N49973, N130, N3996, N18020, N1344, N33469, N16725, N49252, N50775, N38142, N4610, N59586, N30422, N53335, N53001, N3293, N32073, N33486
U49087, iter_0: N30118, N61970, N41640, N30834, N43646, N43438, N61593, N39463, N41006, N38333, N54014, N47553, N62436, N26792, N50775, N64954, N31454, N39298, N34457, N59908
U49097, iter_0: N45754, N27079, N19998, N3045, N53986, N6471, N60264, N34817, N33212, N27738, N60599, N31676, N61241, N5288, N63390, N3380, N38898, N53837, N13347, N34953
U49106, iter_0: N46203, N20478, N45017, N21590, N53013, N48084, N34949, N52764, N33877, N11289, N38733, N47848, N46037, N38869, N27079, N1539, N49609, N52929, N25163, N48049
U49112, iter_0: N62393, N6916, N26537, N47087, N2704, N27553, N23184, N24424, N43460, N24109, N52492, N8711, N32073, N43400, N28072, N22985, N61969, N44166, N33326, N43646
U49116, iter_0: N8595, N15279, N39463, N6371, N3007, N5693, N18332, N59022, N53443, N31782, N47902, N301, N44765, N43460, N436, N32239, N29369, N11652, N35619, N57413
U49116, iter_1: N28983, N11931, N8711, N17360, N37007, N31556, N47190, N24109, N18485, N60472, N57180, N63746, N14252, N33634, N29920, N62820, N2704, N29930, N61466, N31492
U49116, iter_2: N11415, N28340, N44648, N7333, N45950, N1323, N39189, N7500, N56026, N40887, N55435, N21313, N33357, N15477, N3918, N46708, N23942, N6021, N61786, N3157
U49118, iter_0: N23184, N59385, N61623, N24686, N51187, N11551, N36612, N43460, N59908, N31423, N47087, N21290, N41172, N9321, N18449, N52312, N53298, N4754, N29722, N56456
U49150, iter_0: N54437, N35238, N52492, N47652, N53335, N60747, N4610, N31289, N62393, N42890, N32489, N53735, N48049, N40728, N61973, N57225, N61970, N37458, N23603, N46586
U49157, iter_0: N18151, N8306, N1952, N35436, N15331, N37346, N6209, N34081, N48084, N60264, N60472, N47848, N65103, N7852, N18295, N64744, N56897, N46203, N44417, N43438
U49157, iter_1: N47572, N47975, N46915, N57763, N51187, N21290, N26762, N34360, N39463, N31014, N49878, N1067, N25774, N7947, N1189, N17952, N57001, N17360, N39298, N51875
U49157, iter_2: N34344, N53630, N21941, N36689, N39932, N29627, N38901, N42890, N64859, N52577, N1344, N20984, N62393, N49038, N61973, N59367, N35671, N51099, N64077, N32489
U49162, iter_0: N33469, N52764, N52502, N36916, N25163, N38142, N64335, N11569, N23603, N38915, N42499, N6873, N32536, N2062, N20576, N29627, N1344, N7852, N53837, N48407
U49191, iter_0: N41285, N63546, N5886, N52588, N27906, N36249, N18350, N29217, N49878, N58264, N16725, N47433, N46178, N44249, N53308, N1477, N23547, N56804, N38556, N55555
U49191, iter_1: N24458, N49712, N61541, N38053, N60105, N33831, N40324, N677, N43301, N64077, N52201, N29364, N32239, N13980, N3841, N46915, N61466, N15194, N64954, N45163
U49191, iter_2: N37266, N38951, N130, N6767, N30639, N27738, N46283, N50657, N60599, N8306, N64744, N64095, N28571, N50372, N54437, N35238, N33877, N27936, N10885, N46203
U49211, iter_0: N26537, N37272, N28152, N31179, N32288, N11289, N43400, N47572, N49973, N16725, N4107, N8889, N52098, N44645, N34081, N28571, N29217, N52492, N62393, N41285
U4923, iter_0: N36249, N24686, N5693, N5940, N6471, N33469, N2530, N56270, N18312, N40906, N30345, N40956, N775, N63255, N60531, N61541, N15811, N31395, N1477, N46178
U49232, iter_0: N36408, N34601, N26762, N60472, N15559, N11551, N26537, N53910, N43646, N13640, N62820, N58264, N55555, N39399, N10869, N61970, N4680, N53335, N10379, N31679
U49232, iter_1: N59526, N33469, N35725, N46037, N48049, N13498, N53011, N44645, N18295, N33326, N24424, N51489, N38797, N61241, N47433, N55229, N39015, N6209, N19536, N31294
U49232, iter_2: N34457, N20507, N11083, N40670, N46178, N32073, N13464, N3996, N35252, N42223, N63546, N61466, N61760, N28983, N34031, N14252, N47553, N31014, N26057, N56270
U49232, iter_3: N63481, N15959, N56533, N36568, N24272, N38323, N14808, N51745, N61682, N21019, N58612, N10472, N44183, N13834, N5854, N60215, N21437, N18644, N37104, N60750
U49232, iter_4: N29364, N18350, N41221, N29722, N37007, N26262, N9734, N5693, N23409, N40956, N46915, N2235, N23184, N49834, N3138, N38869, N56456, N40985, N38053, N49001
U4924, iter_0: N53335, N34031, N59960, N45017, N31454, N3841, N24424, N8889, N51187, N18291, N62820, N5886, N61541, N11083, N42223, N53011, N10541, N28983, N11289, N18312
U49267, iter_0: N54437, N38733, N14333, N33469, N30562, N19998, N35447, N6873, N61951, N53013, N47380, N60550, N32489, N31289, N44417, N51187, N35436, N16914, N7826, N48077
U49267, iter_1: N8889, N16066, N33326, N42196, N26537, N2994, N26762, N5886, N58354, N41113, N58264, N25163, N45612, N7470, N61296, N5734, N279, N12330, N19685, N11041
U49267, iter_2: N11359, N26048, N60264, N63390, N30689, N8711, N61241, N13640, N56270, N62393, N64335, N28281, N41172, N59385, N61929, N28983, N57180, N25130, N64744, N20816
U4927, iter_0: N11015, N11289, N28640, N54437, N29217, N17672, N47848, N43438, N57180, N677, N15331, N6767, N47380, N40390, N1091, N51489, N49973, N52776, N44640, N10885
U4927, iter_1: N17946, N52438, N41541, N24017, N64477, N30291, N33953, N33877, N32381, N63152, N57032, N41549, N60244, N56474, N26967, N46304, N56983, N57981, N6302, N21019
U4927, iter_2: N61040, N37553, N20764, N26584, N56804, N8889, N61466, N26057, N17936, N38882, N47572, N49038, N5519, N42248, N18295, N33634, N49878, N38556, N29364, N1189
U49282, iter_0: N39184, N34953, N40752, N53910, N17342, N38915, N60264, N33212, N40221, N42196, N49609, N4290, N31884, N53335, N32393, N936, N29268, N46283, N32196, N40575
U49284, iter_0: N10840, N54113, N12999, N17768, N11772, N19882, N26915, N51552, N25133, N16552, N35761, N17073, N29917, N14964, N56225, N12436, N51536, N10776, N51019, N9276
U4929, iter_0: N39463, N2235, N49834, N36408, N37007, N23409, N58656, N29930, N16461, N46084, N18485, N62436, N46703, N23184, N53335, N62820, N15194, N52492, N42223, N35252
U4929, iter_1: N11015, N17778, N2994, N24424, N11289, N11092, N8162, N64372, N5886, N33297, N18978, N27079, N59960, N33326, N18310, N35436, N61241, N279, N64077, N53735
U4929, iter_2: N53443, N38556, N33670, N4680, N9846, N24458, N43646, N53728, N11083, N5085, N42196, N61040, N61466, N49001, N51099, N33120, N39399, N28983, N4107, N38797
U4929, iter_3: N23406, N32290, N41596, N23805, N8344, N15838, N8746, N977, N11186, N54606, N54867, N9538, N50107, N28408, N20498, N46407, N56533, N27020, N25501, N6021
U4929, iter_4: N10379, N31782, N39298, N14252, N1477, N3841, N21156, N6916, N53308, N36612, N1860, N61970, N14257, N62001, N1914, N59385, N9321, N23547, N19477, N20764
U49296, iter_0: N41498, N16725, N49973, N23508, N20601, N26584, N50565, N5734, N60599, N62436, N28152, N51690, N46203, N61593, N39932, N43400, N40468, N39399, N31179, N57180
U49305, iter_0: N33469, N63255, N18151, N27079, N33877, N64744, N13498, N14333, N3996, N52835, N5886, N51187, N53168, N64183, N31014, N33326, N28324, N59876, N23508, N63546
U49323, iter_0: N59022, N28324, N55723, N17510, N63255, N21590, N4661, N40468, N47433, N48084, N31978, N53335, N3416, N6578, N11551, N30929, N54571, N17342, N52764, N32196
U49330, iter_0: N11289, N15194, N47380, N64077, N15559, N5693, N43646, N62423, N44645, N37146, N41285, N64469, N26762, N55229, N46203, N31556, N64372, N18295, N34344, N64273
U49335, iter_0: N38053, N34344, N62436, N61466, N36249, N35619, N53011, N39463, N3138, N15194, N45017, N13640, N16725, N23547, N2649, N1477, N43301, N55555, N37146, N29722
U4934, iter_0: N30689, N21681, N7173, N46501, N32641, N58660, N20576, N30422, N8709, N51489, N63860, N61970, N2994, N33469, N61296, N56132, N279, N677, N44249, N16577
U4934, iter_1: N42248, N10541, N59653, N24424, N46203, N11092, N59385, N50775, N12330, N53013, N32288, N11289, N16914, N51187, N19685, N21290, N63546, N58264, N20764, N64077
U4934, iter_2: N61466, N38882, N43646, N55397, N36249, N30345, N40356, N61040, N40221, N64954, N21063, N33326, N26762, N11041, N17360, N55531, N52835, N56270, N27906, N51099
U4935, iter_0: N16461, N34031, N61970, N21590, N308, N51099, N58264, N52835, N2994, N25163, N43386, N44249, N59385, N279, N36408, N53910, N45754, N1344, N17510, N33120
U49357, iter_0: N62820, N42196, N10379, N45612, N63746, N53013, N33326, N11551, N557, N45017, N8711, N40752, N20764, N46162, N26057, N30288, N18350, N13498, N9118, N26537
U4936, iter_0: N25015, N46203, N61970, N15559, N37272, N29450, N46703, N43646, N42877, N5886, N36612, N27532, N52588, N45017, N49712, N18332, N4107, N26762, N47087, N8711
U49364, iter_0: N8889, N54014, N23194, N39463, N42196, N62820, N58264, N53308, N2994, N29722, N18332, N56347, N10379, N27906, N9971, N41221, N50670, N46084, N53728, N28983
U49369, iter_0: N9135, N5886, N50670, N10379, N35619, N5693, N46162, N13640, N15194, N52835, N34344, N21063, N24109, N20507, N61466, N56347, N20947, N45754, N49834, N4680
U4937, iter_0: N27079, N40221, N50775, N65103, N10367, N60939, N32139, N59307, N8709, N26690, N48455, N14333, N43438, N44903, N46203, N4610, N39109, N26271, N33505, N677
U49371, iter_0: N10869, N26537, N26262, N23184, N62001, N36408, N59385, N9734, N103, N5940, N15194, N56456, N32239, N4661, N35619, N42196, N16477, N61623, N19685, N32288
U49379, iter_0: N40752, N65103, N48084, N53910, N11015, N32277, N3416, N279, N51187, N33120, N28851, N43386, N2994, N50775, N46037, N40468, N14978, N38797, N47652, N29627
U49404, iter_0: N64273, N35671, N56211, N17778, N33469, N12613, N42988, N18310, N48302, N18145, N11675, N13916, N60244, N18978, N36689, N34668, N42499, N11823, N28643, N1065
U49422, iter_0: N6873, N60264, N34081, N33212, N40451, N28800, N46203, N27079, N26488, N46586, N35238, N7330, N37346, N3045, N45017, N53754, N936, N14990, N40390, N35252
U49435, iter_0: N49038, N57180, N23184, N5940, N18571, N16461, N59385, N35252, N31014, N43646, N23409, N1914, N51099, N55397, N9846, N53308, N62001, N103, N2994, N279
U49437, iter_0: N35436, N6767, N35725, N30639, N56211, N13498, N12703, N61973, N11931, N15331, N14170, N46037, N41547, N8711, N21063, N45017, N40221, N47190, N46917, N43438
U49449, iter_0: N50565, N51187, N50775, N28983, N45017, N53013, N9971, N46379, N33326, N11289, N26584, N17578, N61296, N11931, N16725, N49712, N36612, N31014, N40221, N51690
U49479, iter_0: N53335, N53910, N53011, N46084, N557, N41640, N14252, N26781, N46441, N18485, N29920, N62750, N18332, N2235, N47370, N23409, N39298, N39463, N5519, N38333
U49480, iter_0: N64095, N23603, N32139, N1663, N4610, N6578, N11569, N61970, N60939, N59526, N32641, N1952, N38142, N19998, N57521, N58660, N28800, N30929, N61973, N33469
U49480, iter_1: N39463, N24109, N61466, N19477, N49712, N18332, N21290, N53335, N10379, N17510, N46037, N62820, N26762, N21156, N31454, N63681, N43646, N38333, N7568, N46915
U49480, iter_2: N45017, N13640, N59960, N50775, N40221, N59833, N10278, N52588, N47652, N24275, N65103, N53910, N19025, N56897, N18571, N11823, N31556, N31294, N42655, N34031
U49504, iter_0: N56270, N56434, N57180, N41285, N15559, N40575, N4107, N59960, N13498, N21063, N37346, N21710, N37146, N16914, N47190, N16725, N18295, N49038, N43646, N43361
U49507, iter_0: N1914, N41400, N28983, N33634, N53201, N18485, N21290, N63746, N7568, N40670, N31556, N45017, N279, N8889, N27906, N46203, N46037, N57451, N46130, N26488
U49521, iter_0: N60472, N46203, N26762, N61970, N61296, N59385, N18151, N61466, N13640, N28072, N62092, N20507, N3841, N26781, N15194, N43646, N7470, N41064, N53593, N42877
U49537, iter_0: N43646, N51187, N46178, N11289, N45017, N33326, N43822, N308, N64954, N26537, N9846, N1860, N56270, N63546, N10869, N16461, N32288, N21681, N16914, N59960
U49543, iter_0: N53335, N34031, N46037, N1344, N61970, N308, N16461, N25163, N17510, N51187, N39399, N43386, N5886, N3416, N35252, N40468, N51099, N11551, N36408, N47433
U49587, iter_0: N34949, N12843, N33469, N936, N59981, N20576, N27079, N28640, N51187, N38898, N48084, N1371, N40451, N63546, N13916, N59526, N48049, N53910, N48487, N43822
U49608, iter_0: N28983, N44765, N11931, N8711, N7330, N59385, N34805, N60192, N5886, N30562, N51867, N31676, N301, N53308, N2994, N36425, N11289, N45017, N58264, N46203
U49618, iter_0: N38733, N33469, N59981, N39932, N20576, N48487, N51187, N58251, N14170, N4610, N5886, N27079, N45017, N38915, N63860, N56458, N26271, N19998, N11681, N11569
U49627, iter_0: N60550, N58264, N59367, N47433, N18151, N33469, N46917, N5886, N6056, N31789, N34344, N61623, N53910, N11289, N33623, N31978, N50657, N41172, N28643, N62393
U49627, iter_1: N31014, N56270, N53168, N51187, N16461, N12330, N28281, N56217, N46037, N52492, N27553, N59908, N39399, N55229, N52835, N43386, N40752, N9846, N10367, N57001
U49627, iter_2: N1684, N5472, N29611, N45912, N7119, N58748, N33490, N7173, N20437, N29445, N51092, N20296, N59114, N9734, N19036, N48077, N24686, N31679, N20478, N32567
U49627, iter_3: N15194, N32239, N31423, N33831, N3138, N1860, N53728, N43955, N61593, N55397, N20507, N39298, N23409, N16477, N25015, N4680, N40956, N29364, N18312, N32288
U49627, iter_4: N64816, N1957, N46892, N36032, N5358, N23671, N23346, N1058, N64120, N63773, N14751, N7462, N16553, N9196, N34130, N60675, N16954, N38390, N3126, N29517
U49641, iter_0: N53013, N32277, N42196, N11931, N17510, N33469, N42890, N54437, N33212, N41547, N26048, N26537, N59960, N29363, N61970, N46917, N3416, N64372, N35238, N13498
U49658, iter_0: N32239, N26537, N12330, N32288, N31014, N60599, N18794, N11092, N37272, N27906, N44166, N37553, N9118, N52009, N45612, N56434, N20764, N52098, N13628, N37266
U49663, iter_0: N57001, N33469, N51187, N35671, N27079, N2704, N29627, N13941, N32073, N45017, N7112, N19433, N57180, N59981, N34081, N8907, N41497, N4034, N16725, N32393
U49667, iter_0: N18332, N30288, N7568, N51187, N46501, N24424, N53335, N21142, N43646, N47572, N15559, N62820, N42877, N31492, N41064, N33634, N39463, N46178, N11652, N23409
U49667, iter_1: N53630, N34953, N30929, N27891, N58070, N46783, N1344, N32073, N64077, N26537, N27936, N47652, N33505, N27906, N45017, N37346, N4290, N33326, N30422, N61241
U49667, iter_2: N5519, N51875, N8162, N60472, N4107, N3138, N59908, N27866, N58030, N46037, N23918, N40356, N34360, N16461, N1189, N29217, N11551, N41400, N46441, N29920
U49667, iter_3: N47862, N56569, N64326, N26415, N51793, N27545, N12570, N15959, N9040, N56533, N41596, N5980, N48796, N8423, N32729, N15051, N15249, N53219, N9928, N11363
U49667, iter_4: N56456, N47553, N50670, N57763, N59067, N31782, N18485, N12477, N40221, N46130, N19477, N18295, N21290, N37458, N53308, N13498, N31454, N27553, N1477, N63546
U49682, iter_0: N27079, N33469, N38869, N42670, N50775, N53687, N49878, N43361, N28281, N32393, N17778, N10367, N12682, N43246, N30614, N40221, N24275, N32073, N24617, N33212
U49686, iter_0: N32196, N51187, N936, N59526, N11289, N12843, N27079, N35671, N20576, N48077, N17778, N63860, N11015, N14170, N44903, N28983, N46203, N1371, N35238, N64273
U49700, iter_0: N51187, N5886, N35252, N36408, N16461, N39399, N44249, N38797, N2994, N55723, N46037, N4661, N51099, N279, N41172, N52835, N6056, N308, N3416, N41400
U49710, iter_0: N61970, N29533, N62393, N31454, N62436, N26537, N53011, N37458, N43646, N42223, N52492, N61466, N47553, N15194, N40221, N31492, N46203, N33326, N64372, N1860
U49719, iter_0: N39932, N62001, N13640, N33326, N41498, N43646, N60472, N28983, N45017, N38869, N13347, N37346, N18151, N13498, N53168, N52098, N49973, N37146, N47190, N46203
U49724, iter_0: N47572, N40575, N61970, N9321, N24109, N46203, N21290, N3138, N42877, N1477, N1860, N20507, N15194, N43646, N32073, N21063, N64372, N64077, N46915, N10869
U49758, iter_0: N50372, N59385, N35671, N53910, N11930, N54136, N44640, N4290, N33877, N64183, N28643, N64095, N61970, N48487, N48084, N38142, N64744, N39184, N52835, N11569
U49785, iter_0: N5085, N6209, N14978, N39184, N4128, N21941, N20507, N49712, N28072, N936, N18485, N62207, N41497, N38142, N33634, N41006, N28643, N59526, N48084, N28851
