U10008, iter_0: N42670, N1952, N60939, N54571, N15559, N26271, N14990, N6873, N7330, N18151, N29528, N61623, N58264, N38951, N19811, N29363, N46203, N6056, N11789, N7173
U55321, iter_0: N42670, N1663, N48487, N11289, N5886, N30562, N31884, N15559, N50372, N18151, N28800, N54571, N35238, N28983, N706, N31939, N20394, N31556, N18571, N49609
U54087, iter_0: N53593, N18485, N46130, N7568, N46178, N23409, N3007, N24467, N30118, N61466, N1667, N26781, N40078, N31423, N12477, N62092, N18332, N14252, N7470, N23918
U60977, iter_0: N60264, N60472, N59022, N48084, N5288, N20576, N28983, N51187, N59367, N26488, N23603, N27936, N30288, N57180, N47652, N61970, N16914, N37346, N41172, N33120
U29379, iter_0: N52492, N56804, N18485, N63546, N26762, N50670, N18895, N29533, N38504, N57403, N61040, N1575, N50775, N43361, N54014, N30834, N41285, N42196, N55229, N29217
U33132, iter_0: N28983, N15559, N43438, N30288, N28281, N45017, N40752, N25837, N42196, N37346, N59960, N38869, N11289, N52588, N56270, N677, N32073, N62393, N57180, N36037
U24978, iter_0: N12330, N38951, N11681, N26690, N33297, N26271, N53001, N1952, N41285, N41126, N8711, N26063, N49609, N27553, N32641, N60531, N3380, N56211, N27891, N32489
U16016, iter_0: N28983, N53335, N24424, N26537, N49834, N46130, N3007, N40221, N2235, N17936, N5085, N30401, N24275, N46203, N42223, N63546, N19477, N53443, N5519, N31395
U63352, iter_0: N39463, N26537, N29533, N58354, N47975, N53593, N29722, N35619, N16461, N9971, N53013, N58030, N4107, N37007, N26762, N49712, N61969, N18895, N46203, N61466
U24774, iter_0: N26537, N46501, N29722, N36037, N38504, N40575, N53011, N41113, N40356, N28983, N36408, N26488, N17936, N8162, N15194, N21156, N37007, N13640, N4661, N11551
U17975, iter_0: N24275, N43438, N47975, N38333, N34344, N40752, N38869, N58656, N18151, N36408, N11551, N60472, N61970, N57180, N50670, N46084, N62750, N15194, N47087, N40906
U70263, iter_0: N25015, N34457, N61593, N32221, N14257, N37458, N15559, N50775, N26262, N36612, N26781, N41172, N62820, N47572, N24686, N6916, N46915, N3007, N28983, N37346
U81123, iter_0: N39463, N7173, N6578, N58251, N24213, N53298, N9971, N55531, N8709, N42670, N50670, N20576, N48084, N47652, N8306, N6371, N6642, N26271, N4610, N52929
U65157, iter_0: N42196, N18151, N677, N26262, N56270, N26781, N40078, N15559, N29450, N45754, N103, N31556, N40752, N2994, N279, N53443, N47433, N53013, N26488, N55229
U18087, iter_0: N41006, N43460, N41387, N21156, N51187, N8162, N15194, N58030, N22575, N53443, N26262, N41221, N40752, N3007, N18485, N59908, N29722, N17952, N31395, N37007
U45111, iter_0: N28725, N41006, N9971, N46130, N39463, N8162, N2649, N46037, N31782, N7470, N20507, N60472, N47370, N29533, N37346, N46084, N60059, N18332, N38333, N53201
U45111, iter_1: N36408, N27553, N41285, N21590, N10541, N2159, N49038, N27906, N1344, N58264, N40575, N8711, N16461, N50775, N37458, N53308, N47433, N4107, N6056, N33326
U45111, iter_2: N48884, N51793, N10912, N33218, N61682, N14985, N41073, N33719, N11569, N48693, N38779, N5908, N53169, N14333, N59307, N61338, N51700, N64535, N27979, N60134
U59012, iter_0: N14170, N6056, N4905, N4661, N15559, N16461, N11551, N8375, N38797, N37272, N58264, N33297, N56434, N24424, N62423, N41285, N48659, N30288, N36408, N47216
U56216, iter_0: N60550, N35725, N9846, N53630, N8907, N61973, N11569, N31556, N26271, N42670, N8162, N46203, N53754, N13941, N59367, N50942, N29363, N2994, N20325, N50372
U615, iter_0: N53335, N1344, N55723, N3416, N4661, N6056, N11551, N26488, N25163, N51187, N279, N52835, N17510, N38797, N308, N21590, N46037, N41400, N34031, N35252
U31895, iter_0: N36612, N308, N58264, N40468, N41387, N279, N62207, N64606, N40670, N18151, N61623, N6916, N4754, N51187, N61970, N2994, N60105, N11551, N27532, N61466
U31895, iter_1: N42877, N46203, N11083, N24109, N53011, N8657, N23547, N677, N62092, N27553, N8889, N11041, N11289, N13464, N64933, N16477, N39109, N38333, N56270, N30288
U31895, iter_2: N57754, N51745, N18310, N64275, N37587, N7247, N48487, N51185, N22417, N29212, N3168, N45868, N7462, N52973, N30290, N30069, N60041, N15155, N59526, N7419
U65105, iter_0: N37272, N15194, N38797, N308, N28072, N55555, N40752, N6056, N3007, N26262, N5085, N18151, N17360, N49001, N21142, N52492, N15811, N43955, N6916, N41172
U53322, iter_0: N31423, N40078, N42877, N28072, N46130, N9135, N26262, N5085, N46037, N24467, N59653, N15559, N308, N47370, N8162, N23547, N64606, N40906, N16461, N30288
U88144, iter_0: N60472, N47572, N40221, N26781, N9971, N34081, N2159, N40356, N60059, N59067, N22575, N41221, N6916, N32708, N45612, N49712, N31423, N25837, N25774, N28152
U41555, iter_0: N50484, N55723, N35436, N46586, N36425, N40575, N53011, N50058, N51033, N46738, N28983, N30562, N17672, N8162, N23559, N30288, N4661, N24617, N24213, N11551
U79803, iter_0: N33623, N20984, N7826, N26537, N30288, N25163, N6056, N35725, N48302, N41400, N13347, N53630, N40468, N53011, N43246, N21590, N64335, N49038, N51033, N8711
U64655, iter_0: N56347, N30288, N24424, N45612, N34081, N40906, N26537, N40356, N8162, N20236, N31556, N59908, N45561, N39463, N11092, N15194, N41113, N36037, N27866, N18895
U81189, iter_0: N8711, N21312, N31289, N16804, N677, N42499, N4290, N50942, N40451, N20478, N47652, N24275, N1344, N43984, N18295, N35436, N14809, N40575, N24424, N279
U55210, iter_0: N19477, N15194, N41221, N557, N42877, N56347, N21590, N8162, N53335, N60472, N26488, N46178, N38333, N30288, N61363, N23409, N62750, N5085, N10379, N54014
U71614, iter_0: N54136, N47652, N4290, N52835, N59526, N11789, N44640, N1663, N31036, N28324, N36408, N25837, N31978, N62001, N54439, N61973, N16725, N47216, N42196, N5886
U34773, iter_0: N27906, N56434, N2159, N9971, N21590, N18295, N55229, N31556, N52009, N59908, N31014, N27553, N20764, N46203, N30288, N52492, N8711, N18151, N11041, N28420
U58557, iter_0: N29722, N31454, N26537, N46915, N36037, N53443, N24424, N19477, N1344, N8162, N29930, N61296, N27553, N34344, N58129, N7568, N13464, N16461, N36408, N55555
U93770, iter_0: N31556, N27906, N46178, N62170, N18485, N53593, N3007, N43646, N30834, N37007, N28983, N52492, N8162, N34081, N52299, N43361, N11931, N53011, N18295, N38504
U51416, iter_0: N11551, N61970, N4661, N6056, N53335, N16461, N35252, N47433, N39399, N38797, N21590, N41400, N1344, N51187, N43386, N33120, N308, N279, N3416, N45754
U51789, iter_0: N51875, N52492, N53815, N5085, N26537, N59867, N24109, N8162, N60472, N36037, N56804, N25774, N53201, N40221, N40575, N49712, N46203, N31179, N28983, N50670
U46955, iter_0: N50657, N17510, N6056, N42499, N35725, N18020, N13865, N11551, N59526, N18978, N52835, N25163, N29541, N1539, N28983, N13498, N7330, N53364, N30288, N47433
U46955, iter_1: N46586, N16461, N41400, N39399, N11675, N35436, N20576, N4610, N43386, N61040, N17234, N7826, N41285, N53630, N47380, N53011, N52098, N31676, N30562, N43246
U46955, iter_2: N53599, N31212, N24176, N33311, N30069, N27788, N10747, N30818, N18708, N3256, N12869, N21030, N8509, N4912, N63599, N45586, N8267, N64894, N41651, N23417
U76899, iter_0: N34031, N39399, N16461, N38797, N43386, N41400, N46037, N1344, N5886, N11551, N61623, N2994, N308, N21590, N47433, N25163, N44249, N28324, N51187, N17510
U43196, iter_0: N2159, N9846, N60472, N62001, N56434, N11041, N50565, N24275, N31556, N27553, N30288, N61296, N37346, N34081, N58129, N29217, N39932, N10541, N26537, N28281
U70223, iter_0: N1952, N1663, N64183, N32641, N8162, N47652, N35725, N43438, N48084, N706, N26690, N4290, N279, N26537, N44640, N50372, N14809, N60472, N59543, N49609
U64469, iter_0: N32641, N58264, N46203, N7826, N24275, N11823, N12843, N46586, N40221, N46917, N2159, N677, N39109, N6578, N6873, N44645, N55229, N53011, N26537, N1663
U73580, iter_0: N24467, N7568, N47190, N28983, N56217, N18151, N28327, N40985, N59067, N3007, N9971, N50670, N9118, N61296, N31423, N36408, N37266, N13640, N43301, N18485
U26120, iter_0: N14170, N2159, N64095, N60531, N37272, N26537, N4290, N4556, N16461, N64335, N56217, N48077, N42196, N56211, N7173, N32196, N35671, N58660, N64954, N35725
U46203, iter_0: N38142, N54439, N53335, N24617, N59960, N35436, N1952, N8162, N60550, N64095, N59833, N40752, N26690, N49252, N57521, N1539, N45754, N6873, N33526, N46586
U3974, iter_0: N16461, N61466, N47190, N62393, N37266, N25837, N26537, N30288, N22664, N41221, N24275, N53443, N43438, N6916, N29450, N52201, N21142, N33634, N50775, N33326
U87594, iter_0: N35436, N22456, N47216, N35725, N55723, N15279, N46501, N30288, N28851, N28983, N6056, N5886, N29627, N44765, N4610, N34953, N57521, N47190, N43386, N3416
U90911, iter_0: N40356, N61541, N51875, N18151, N18449, N24109, N26781, N28072, N1189, N41172, N13464, N15194, N41064, N51187, N9118, N57451, N40324, N9135, N22664, N45754
U35495, iter_0: N29722, N18151, N51187, N21290, N26262, N60472, N5886, N677, N51875, N28072, N8162, N23184, N21156, N41006, N43460, N19477, N20394, N61296, N557, N47975
U36833, iter_0: N6578, N36037, N34031, N53011, N16461, N59526, N30288, N61973, N4610, N35447, N64954, N61296, N51187, N29268, N35436, N11675, N15279, N29217, N28324, N2159
U44553, iter_0: N11289, N16461, N37272, N38053, N63546, N28983, N51187, N27532, N21681, N12330, N42196, N11041, N39399, N2159, N13347, N44645, N62393, N60105, N47572, N34031
U31340, iter_0: N18145, N32641, N2159, N13640, N43386, N7852, N40221, N26690, N44640, N14809, N61296, N12682, N19623, N28640, N40575, N59908, N11551, N62033, N49973, N42499
U92761, iter_0: N15559, N5940, N40078, N18151, N54587, N1067, N26537, N20507, N52201, N36408, N6056, N29450, N28072, N49712, N56270, N55723, N5886, N52588, N33670, N2159
U89729, iter_0: N41400, N17998, N11551, N14990, N48077, N31978, N38797, N14170, N19025, N6056, N40221, N16577, N60531, N1539, N21312, N35447, N48487, N34031, N45017, N64335
U6156, iter_0: N11551, N61970, N19433, N6056, N40752, N60264, N58264, N52492, N60192, N4661, N57521, N28324, N59960, N21590, N47216, N37589, N706, N50484, N16461, N44249
U27652, iter_0: N18332, N8162, N1067, N54587, N26537, N6916, N47370, N4107, N49878, N34081, N52492, N30118, N2994, N18063, N56434, N47433, N43400, N55229, N52588, N31556
U1845, iter_0: N51875, N19387, N16066, N49001, N63681, N19477, N25837, N38869, N30345, N26781, N61970, N30288, N31395, N18485, N18350, N41113, N47433, N58354, N60599, N24458
U70963, iter_0: N11681, N61040, N36689, N1371, N4905, N56211, N31289, N16725, N308, N35671, N46037, N27079, N6056, N20576, N2159, N34344, N10541, N11041, N31556, N46586
U2080, iter_0: N33212, N47652, N37346, N31036, N4290, N1952, N60550, N23602, N6056, N11551, N6873, N6532, N41172, N34953, N4661, N15559, N19433, N14802, N1539, N13408
U74648, iter_0: N49712, N60472, N45754, N43955, N56434, N28983, N43438, N3416, N18151, N51875, N56270, N31423, N26488, N57180, N22575, N5886, N31556, N17360, N34081, N52492
U75490, iter_0: N55229, N28983, N44645, N2159, N54439, N42499, N44765, N13941, N18295, N57403, N62393, N32641, N48659, N11289, N64744, N37146, N37458, N62001, N14333, N34081
U79176, iter_0: N33120, N25163, N44249, N41172, N52835, N6056, N5886, N55723, N16461, N59385, N35252, N36408, N21590, N58264, N38797, N1344, N34031, N308, N4661, N61970
U52021, iter_0: N1344, N12330, N41221, N52492, N5085, N40221, N24275, N50775, N62820, N46203, N45612, N32288, N56270, N28725, N58129, N8711, N43361, N62393, N28281, N20394
U37118, iter_0: N11551, N53335, N16461, N58264, N4661, N34031, N43386, N36408, N1344, N6056, N25163, N61623, N279, N2994, N41400, N3416, N5886, N17510, N61970, N38797
U19725, iter_0: N32489, N14889, N3380, N21513, N21681, N18571, N31509, N48693, N35689, N11015, N25191, N29404, N633, N64802, N31332, N14535, N52438, N59876, N20270, N19321
U13864, iter_0: N18151, N55229, N31556, N50372, N61623, N44249, N41498, N58264, N18291, N63255, N61951, N60550, N13640, N59022, N45017, N10885, N4556, N56270, N39149, N6578
U25878, iter_0: N6056, N39184, N48077, N4290, N9527, N7017, N60472, N19536, N26537, N60550, N12843, N58264, N5288, N54571, N41497, N24617, N10541, N34344, N35671, N18151
U23085, iter_0: N59367, N59833, N35671, N27079, N4290, N4610, N59981, N64095, N57521, N6471, N11944, N20576, N35238, N7112, N31289, N6873, N14170, N7826, N30689, N64273
U27092, iter_0: N14802, N2062, N31036, N42670, N38951, N31014, N49252, N59960, N8162, N22456, N4128, N14333, N63390, N28800, N14990, N43246, N53364, N59908, N31179, N28571
U27092, iter_1: N53013, N46037, N17510, N11551, N41172, N33120, N308, N41400, N50565, N52098, N16461, N2159, N40575, N39399, N61623, N3416, N55723, N24424, N49038, N15559
U27092, iter_2: N4290, N47553, N51489, N14809, N54439, N4556, N3138, N30562, N58129, N54587, N27738, N11930, N57225, N26057, N34081, N32708, N38333, N46915, N18310, N29627
U37190, iter_0: N28640, N41285, N30288, N11681, N31289, N10278, N39184, N28983, N33877, N2159, N48077, N40221, N15279, N19623, N59685, N52929, N11359, N32641, N11289, N58251
U53764, iter_0: N59833, N4610, N16680, N28983, N42196, N21681, N19623, N59908, N39399, N56211, N15559, N5886, N48487, N38901, N2159, N34031, N60472, N23602, N59022, N61973
U61991, iter_0: N50775, N16914, N30288, N18332, N61363, N6056, N18312, N26262, N31782, N58129, N18485, N14252, N3007, N39463, N31179, N28571, N49834, N28983, N40899, N49712
U21960, iter_0: N20816, N1065, N52492, N62393, N1539, N36689, N20325, N34668, N12843, N1952, N22985, N60244, N10541, N38951, N7173, N52776, N58129, N48084, N26063, N28983
U57194, iter_0: N29627, N45017, N59960, N26488, N36408, N24275, N64273, N15559, N1344, N58264, N32277, N24617, N35238, N31978, N8162, N47652, N17672, N41172, N6767, N29363
U6499, iter_0: N14170, N11681, N17672, N1952, N60192, N17510, N27906, N58264, N35671, N64273, N5886, N31978, N30639, N53013, N60264, N12613, N6056, N4661, N58129, N17778
U90821, iter_0: N54752, N24275, N40899, N6056, N16477, N34601, N5085, N52835, N23184, N60105, N25163, N51875, N43386, N47433, N46203, N28571, N11652, N41400, N53443, N3007
U31813, iter_0: N53013, N39184, N58264, N6471, N6056, N1663, N52835, N57521, N10541, N20576, N40752, N59833, N28983, N60550, N28851, N55830, N31556, N58660, N13640, N4610
U16972, iter_0: N28983, N46203, N45017, N13640, N18151, N31179, N28571, N62001, N59960, N52588, N39109, N41285, N31556, N11289, N40221, N8162, N16914, N25837, N56804, N56217
U93526, iter_0: N18151, N25163, N7826, N46586, N59022, N16461, N47652, N279, N6578, N61973, N29541, N19536, N63255, N11551, N45754, N11569, N62001, N44249, N13408, N26690
U85949, iter_0: N3007, N5940, N24109, N37458, N50775, N53910, N11289, N24458, N51187, N49712, N16461, N33120, N13498, N56270, N40221, N41387, N3416, N15811, N41172, N31556
U4439, iter_0: N53815, N51187, N28983, N29930, N3865, N46915, N3007, N35252, N46037, N31492, N11551, N5940, N7947, N49712, N53910, N23409, N42196, N30288, N279, N57888
U57998, iter_0: N37458, N47190, N2159, N29450, N52835, N62170, N44645, N13464, N38504, N42196, N58354, N44166, N64372, N31395, N38333, N54014, N3841, N16914, N64606, N26537
U36523, iter_0: N37272, N24424, N21681, N13347, N18571, N53011, N57403, N30288, N43438, N11289, N58129, N15559, N64954, N52098, N2159, N53013, N62393, N29217, N63546, N8162
U7339, iter_0: N4610, N14809, N61970, N61973, N6578, N28983, N28640, N64095, N15559, N27553, N8162, N59367, N11551, N60531, N33212, N37346, N53011, N48084, N31939, N7961
U16762, iter_0: N32221, N6873, N64095, N4128, N51875, N30562, N7330, N18312, N11569, N63746, N15194, N33469, N36249, N45017, N57521, N50670, N20576, N18151, N14257, N17360
U34699, iter_0: N31556, N44249, N25163, N50775, N55397, N21681, N15811, N25837, N52588, N32288, N15194, N37272, N26781, N11289, N53910, N24275, N53011, N24109, N64954, N18151
U45684, iter_0: N40752, N16914, N30288, N28983, N59960, N52201, N8162, N53013, N25837, N53011, N61296, N40221, N61040, N37346, N46501, N24275, N10541, N37458, N62393, N18295
U43982, iter_0: N18151, N6578, N44249, N61973, N63255, N13640, N62170, N31289, N6767, N58264, N16461, N59385, N27553, N4128, N60192, N33212, N3416, N63860, N57521, N42670
U16951, iter_0: N59526, N30689, N11359, N33877, N27318, N33623, N56804, N18978, N31939, N7961, N63546, N48077, N28983, N6471, N54571, N21681, N42499, N63860, N61040, N34081
U64071, iter_0: N59526, N25837, N58264, N59367, N64273, N2994, N53013, N54571, N62894, N28983, N31978, N46586, N34031, N47433, N48487, N19623, N15559, N57521, N59385, N29363
U67786, iter_0: N47553, N19477, N31782, N5085, N2649, N11652, N26792, N557, N1185, N8162, N35619, N53335, N41221, N42223, N24109, N13640, N20507, N33634, N28072, N46037
U72751, iter_0: N20394, N21142, N40752, N36249, N50775, N18312, N38333, N39399, N28072, N32073, N57403, N61541, N7947, N28983, N36612, N41172, N36408, N63546, N37458, N21681
U75131, iter_0: N20325, N56434, N9846, N20576, N21681, N18145, N60939, N11289, N1663, N45612, N23559, N31014, N26271, N60599, N47206, N33526, N19433, N3380, N8162, N48077
U8622, iter_0: N26537, N20576, N35671, N1663, N46501, N52588, N15279, N8711, N8907, N16804, N31556, N2994, N49252, N36408, N21590, N31978, N64273, N32641, N6056, N59543
U43535, iter_0: N47553, N39463, N37007, N42223, N46501, N28983, N19477, N26762, N5085, N8162, N3007, N31454, N20331, N30288, N24424, N40985, N13498, N38797, N23547, N59960
U90764, iter_0: N7852, N57521, N59526, N25163, N39432, N21590, N50484, N52588, N54136, N53001, N34031, N39184, N32641, N33120, N17510, N60939, N38951, N27936, N26488, N29511
U34560, iter_0: N15194, N58264, N6916, N40906, N49001, N26262, N6056, N49712, N31556, N31395, N46178, N61363, N4661, N39399, N18312, N55555, N19477, N1477, N43460, N58354
U85756, iter_0: N41387, N32708, N31782, N31395, N58656, N1914, N53593, N63681, N18063, N24424, N9409, N41221, N4661, N40906, N15194, N9734, N41006, N46178, N37007, N19477
U42009, iter_0: N65103, N4610, N57403, N11289, N32641, N19433, N48084, N53013, N44765, N47216, N10541, N13498, N64469, N20478, N35725, N51187, N7173, N7826, N47380, N60531
U91981, iter_0: N18151, N5886, N38869, N14257, N51187, N45017, N55397, N57403, N58264, N23184, N18312, N27532, N37500, N40899, N308, N3996, N16725, N16461, N26262, N47572
U20238, iter_0: N62393, N44166, N57403, N52588, N27906, N53013, N13498, N8162, N31556, N11289, N2159, N59960, N9846, N8711, N59908, N29217, N50775, N33326, N43822, N10541
U72993, iter_0: N63272, N4485, N1344, N20267, N65025, N28496, N31080, N64120, N28132, N25163, N31341, N56072, N25398, N53528, N40982, N34031, N38155, N44394, N44519, N39094
U93437, iter_0: N39399, N60472, N26262, N46084, N3841, N28983, N15194, N38311, N62207, N23184, N37553, N2994, N36408, N42196, N3007, N60105, N32239, N55555, N6056, N37346
U37560, iter_0: N35381, N26305, N56459, N12823, N64077, N23180, N56434, N1920, N56347, N5223, N45283, N36624, N31154, N6997, N55421, N64735, N24480, N31556, N29217, N47020
U49398, iter_0: N34081, N31556, N52588, N1575, N43400, N10541, N5734, N29217, N27906, N50565, N56804, N32708, N18571, N13347, N49038, N8711, N44166, N49878, N18895, N47572
U52152, iter_0: N20325, N6873, N45754, N37346, N46203, N30288, N60192, N26488, N59526, N7826, N36425, N18151, N18978, N59908, N48077, N26537, N28983, N11289, N42196, N32641
U72146, iter_0: N31036, N16725, N17510, N33120, N130, N6994, N60244, N35238, N42670, N31556, N62393, N27079, N64372, N61973, N62170, N56434, N29511, N45760, N59908, N6578
U92672, iter_0: N59685, N47652, N47190, N61296, N58264, N26690, N39184, N45793, N8709, N60550, N6471, N65103, N37346, N53011, N30288, N59960, N31289, N41172, N15559, N4610
U22464, iter_0: N60550, N11551, N10541, N42499, N7961, N31939, N20478, N31978, N58264, N13865, N59385, N14170, N13640, N4128, N6056, N2159, N7826, N40752, N31556, N30562
U49337, iter_0: N38142, N47652, N4610, N40221, N54439, N35725, N46203, N16461, N14333, N26537, N39184, N59908, N37346, N25837, N61973, N33505, N32489, N61970, N40451, N28983
U51497, iter_0: N48077, N20576, N60531, N57521, N13916, N11289, N31676, N27553, N56270, N20816, N308, N11015, N6056, N61241, N31179, N1539, N47433, N11569, N58129, N28571
U16606, iter_0: N42196, N15559, N18485, N19477, N43646, N3007, N40752, N1477, N13464, N28072, N61466, N5734, N8889, N42223, N41387, N47553, N26057, N59653, N40906, N43361
U27729, iter_0: N62894, N46203, N26271, N47216, N31978, N64183, N46917, N28129, N15559, N42670, N54571, N43646, N58264, N58070, N52588, N44249, N38142, N28324, N38869, N60472
U88762, iter_0: N40752, N16461, N60599, N40468, N5940, N34031, N35619, N64954, N43438, N37272, N10541, N7470, N45163, N29364, N37553, N41285, N42196, N11289, N52492, N2159
U74332, iter_0: N47652, N36425, N19623, N46586, N36037, N64744, N29952, N54439, N4610, N19025, N27891, N8375, N61973, N9846, N8595, N30929, N60747, N62001, N48717, N24617
U36621, iter_0: N57403, N29722, N4107, N38869, N21156, N49712, N50565, N46178, N16725, N20507, N46501, N59908, N25837, N4661, N61970, N49878, N47572, N11551, N45017, N53013
U27661, iter_0: N15194, N15559, N41221, N3138, N20764, N40221, N59653, N39298, N13640, N2159, N20394, N23409, N16461, N8711, N42196, N31423, N27553, N42877, N56270, N29217
U68065, iter_0: N37346, N15559, N45017, N47848, N46037, N51187, N60264, N53011, N11823, N63390, N28983, N18020, N59833, N4610, N4290, N33326, N31978, N46917, N17234, N11551
U5040, iter_0: N1952, N35436, N19321, N11681, N47206, N15279, N27079, N14802, N9354, N17778, N64264, N33469, N56270, N4290, N39184, N58129, N52929, N59981, N56211, N19536
U85001, iter_0: N51704, N34081, N35381, N29004, N39189, N56838, N26614, N55531, N32731, N19001, N38504, N7010, N45319, N4729, N63356, N27906, N45466, N62393, N22985, N28289
U16150, iter_0: N51187, N46501, N18291, N52835, N18151, N36408, N59960, N16461, N3996, N44249, N40468, N53013, N58264, N25837, N47433, N13980, N2994, N26584, N17510, N16725
U16150, iter_1: N57521, N48077, N16804, N28072, N54571, N20576, N24109, N50372, N53381, N59367, N19433, N38556, N15194, N49712, N40899, N40906, N11359, N29722, N41387, N34457
U16150, iter_2: N37500, N60105, N4680, N47370, N60472, N34344, N41640, N31423, N43301, N37458, N15559, N53011, N20507, N8889, N4107, N46915, N21063, N64933, N24275, N11931
U16150, iter_3: N60675, N14780, N44621, N15469, N9360, N34852, N11186, N60085, N47712, N63550, N34400, N38599, N20912, N33311, N2327, N28751, N29755, N29830, N33792, N16300
U16150, iter_4: N40221, N4661, N2159, N279, N22985, N49038, N37346, N44645, N16914, N18295, N42196, N30288, N13498, N49878, N61296, N47190, N13640, N36037, N62393, N52098
U85208, iter_0: N308, N32288, N23547, N16461, N5519, N18132, N31782, N23194, N61466, N61970, N8889, N11289, N54587, N1067, N21063, N43361, N30288, N58354, N40324, N25163
U91465, iter_0: N31556, N42670, N31014, N29217, N34081, N4610, N10541, N56211, N4107, N26271, N27906, N12843, N54439, N55229, N32489, N1575, N59960, N19025, N56270, N64077
U71008, iter_0: N2159, N20601, N3007, N28983, N39463, N31556, N62170, N52201, N8657, N17360, N46203, N26781, N55229, N62092, N21681, N1575, N27553, N59960, N25837, N3841
U50898, iter_0: N18151, N57403, N25837, N15559, N13640, N20394, N46203, N52201, N56434, N27553, N36037, N28983, N61040, N18291, N16914, N63546, N26537, N11092, N21681, N30288
U77805, iter_0: N11569, N1952, N47433, N50372, N42670, N1539, N17234, N58264, N49252, N4610, N57521, N6873, N48077, N18151, N2994, N5886, N30288, N58129, N7330, N59586
U7773, iter_0: N18485, N19477, N2235, N47975, N15194, N42223, N40752, N45017, N39463, N5085, N26762, N53335, N31782, N51187, N31492, N60059, N677, N61466, N53593, N26792
U15613, iter_0: N18151, N42196, N677, N2159, N8162, N31556, N30288, N62393, N59960, N29217, N16914, N56434, N46203, N37346, N37146, N41285, N40221, N56270, N55229, N47190
U74178, iter_0: N24275, N25163, N17510, N4610, N53335, N44417, N11569, N14990, N13640, N20576, N60939, N39184, N46917, N20177, N32489, N38869, N1539, N54439, N3416, N53630
U44303, iter_0: N26537, N19477, N47975, N27906, N28152, N2159, N16461, N60472, N5085, N21590, N60059, N30288, N45612, N42223, N41221, N57403, N28281, N20236, N28983, N28103
U70719, iter_0: N28983, N6916, N28725, N24109, N3007, N51875, N15194, N18485, N47553, N28072, N5085, N46915, N53298, N26262, N40899, N37500, N49712, N6056, N24275, N51187
U41330, iter_0: N15559, N58656, N24109, N43646, N21156, N31679, N46178, N34457, N13640, N38869, N28327, N20507, N28983, N3007, N19477, N53443, N23547, N58354, N47190, N56804
U62806, iter_0: N24617, N46917, N46586, N4610, N28983, N31789, N52588, N14809, N19623, N55723, N38901, N34805, N64095, N46203, N6578, N52492, N37346, N53335, N11569, N15559
U35834, iter_0: N58264, N47370, N39463, N41172, N20413, N9971, N37007, N23184, N55397, N51581, N24686, N279, N19477, N40899, N2994, N59385, N63546, N6056, N28983, N28072
U79522, iter_0: N49712, N8162, N26537, N43438, N40221, N30288, N2235, N47370, N15194, N34004, N2994, N16725, N46501, N31556, N279, N34081, N4107, N2159, N557, N18332
U82833, iter_0: N1914, N59653, N16914, N30288, N8162, N19477, N53013, N31556, N28983, N26537, N1344, N8889, N40752, N18350, N38504, N27532, N18332, N43438, N279, N38333
U66552, iter_0: N677, N18151, N42196, N37458, N30288, N38869, N62393, N62001, N15559, N24275, N59960, N28983, N49878, N53013, N24424, N50775, N57403, N11931, N49973, N21681
U19580, iter_0: N39184, N1539, N23602, N14809, N33212, N40752, N33505, N64095, N48487, N37272, N29363, N27079, N28983, N43984, N58129, N19998, N50775, N24213, N42499, N11944
U52466, iter_0: N7173, N6873, N38869, N6578, N60939, N6371, N32641, N60041, N40221, N13640, N26690, N24213, N5576, N30562, N58660, N936, N54437, N35725, N40575, N43246
U67806, iter_0: N26537, N60472, N54136, N6578, N48302, N59367, N8162, N56211, N52835, N16914, N9846, N2159, N13408, N31179, N41285, N37458, N47652, N11675, N29217, N35671
U19403, iter_0: N53013, N59960, N52201, N56270, N44166, N40752, N43646, N62001, N13498, N45017, N43438, N20394, N59908, N11289, N21681, N32073, N53011, N53168, N40221, N53308
U60767, iter_0: N32288, N53011, N18312, N5085, N15559, N60472, N8162, N17952, N39932, N15194, N28324, N60105, N33831, N41400, N55555, N23409, N62393, N31679, N45163, N49038
U5901, iter_0: N39463, N19477, N41285, N47370, N31782, N61296, N26537, N8889, N52492, N59960, N11652, N34081, N53443, N63681, N51875, N16914, N37346, N11931, N27906, N17952
U64953, iter_0: N46037, N6056, N35252, N44249, N16461, N11551, N36408, N3416, N53335, N34031, N25163, N58264, N38797, N55723, N33120, N39399, N53910, N17510, N59385, N26488
U65076, iter_0: N23918, N6916, N49712, N40752, N32221, N31556, N28983, N60472, N47087, N23184, N677, N3007, N6056, N64933, N13464, N1185, N42196, N30288, N25837, N16461
U67331, iter_0: N6056, N44249, N34031, N5886, N47433, N39399, N41400, N55723, N51187, N3416, N61970, N38797, N59385, N36408, N17510, N61623, N2994, N52835, N4661, N41172
U25736, iter_0: N40752, N4661, N33670, N53593, N47087, N26781, N40985, N57403, N52201, N55555, N61040, N37272, N40906, N33831, N13498, N38797, N46915, N2159, N27532, N36408
U22882, iter_0: N46283, N30689, N12843, N18978, N43438, N52492, N27738, N48077, N45760, N13916, N56804, N1952, N48487, N11015, N56211, N5886, N57521, N21681, N59981, N27318
