U10008, iter_0: N42670, N60939, N15559, N14990, N6873, N18151, N29528, N61623, N58264, N46203, N6056, N60550, N56804, N58660, N15279, N42196, N26063, N28129, N59042, N34344
U75961, iter_1: N34031, N60531, N33297, N32641, N1344, N14809, N64183, N48084, N65103, N5886, N61472, N28129, N19998, N18295, N19811, N15559, N10552, N47190, N33469, N1952
U75961, iter_2: N21681, N44645, N42196, N64933, N26584, N52098, N58129, N53168, N64077, N43361, N27553, N31014, N34344, N12330, N49038, N18151, N57403, N39932, N21710, N10367
U75964, iter_0: N4290, N60472, N42670, N58070, N20576, N37346, N4610, N52492, N41285, N38869, N31289, N59833, N46037, N7826, N28983, N59960, N11931, N26271, N33469, N51187
U75968, iter_0: N16461, N33623, N48487, N35447, N61973, N48077, N5576, N54437, N38898, N52577, N38733, N4287, N35671, N38797, N33486, N38901, N32489, N62894, N29369, N59367
U7598, iter_0: N37458, N58129, N52776, N11289, N34081, N50775, N39109, N31179, N28571, N43822, N55229, N53013, N59960, N43400, N52492, N62001, N47190, N44645, N33326, N40752
U76000, iter_0: N31289, N2994, N48077, N6056, N47433, N21681, N62001, N38797, N25837, N52588, N55723, N6532, N38898, N47380, N1539, N14170, N44249, N64954, N30288, N301
U76007, iter_0: N59685, N46586, N38915, N53335, N61973, N24617, N19623, N1663, N31036, N27891, N44765, N11944, N30562, N59876, N35238, N54439, N44903, N1539, N62033, N58070
U76036, iter_0: N3007, N1477, N23184, N10541, N57403, N3841, N16725, N15194, N53013, N64606, N29722, N18151, N21681, N59908, N20764, N51690, N40221, N37500, N40899, N55229
U76036, iter_1: N27219, N55067, N18895, N8114, N9284, N58293, N1952, N31332, N15469, N26485, N3034, N27318, N45611, N29212, N42668, N23446, N4215, N2765, N42628, N25867
U76036, iter_2: N58129, N30288, N42196, N5886, N56217, N47190, N49878, N28571, N62001, N52835, N64372, N28103, N44166, N62170, N308, N43822, N13347, N11041, N2159, N24424
U76060, iter_0: N56434, N28983, N3007, N55531, N46203, N5886, N23184, N3841, N21681, N29722, N1477, N29217, N32708, N15811, N1860, N17578, N58129, N11289, N16477, N31179
U76060, iter_1: N12843, N51489, N63255, N61973, N62033, N20325, N28571, N56270, N30288, N61623, N42499, N44249, N31036, N45017, N52835, N11551, N6767, N17510, N31556, N18291
U76060, iter_2: N5940, N47572, N52492, N34457, N32073, N20331, N46178, N51187, N40221, N29364, N47553, N43400, N47370, N1575, N18485, N41064, N27906, N18571, N13498, N62170
U76072, iter_0: N58264, N6056, N36408, N34031, N11551, N5886, N44249, N41400, N308, N41172, N4661, N16461, N59385, N28324, N55723, N61970, N61623, N35252, N33120, N39399
U76089, iter_0: N27891, N53735, N1663, N29363, N61241, N31036, N26690, N32641, N30689, N59876, N54437, N58660, N46917, N14809, N23602, N53910, N57225, N4610, N6578, N42499
U76118, iter_0: N47380, N60472, N45017, N40221, N52577, N24275, N18310, N26271, N2159, N46203, N16914, N60939, N59526, N1371, N21590, N38733, N6578, N50484, N16725, N24617
U76118, iter_1: N53298, N34457, N29364, N26262, N52835, N22575, N6056, N41400, N34031, N16477, N55531, N8889, N34004, N44249, N1344, N16461, N25774, N30401, N38504, N23409
U76118, iter_2: N1663, N61973, N62393, N54136, N18978, N46783, N29528, N64095, N28640, N30562, N4107, N53735, N64469, N38898, N58129, N2994, N16577, N62423, N51187, N19433
U76132, iter_0: N24701, N42196, N18978, N59526, N33469, N38901, N57521, N52577, N60472, N4610, N35671, N4107, N61929, N33623, N8162, N62393, N53630, N14809, N39399, N19433
U76178, iter_0: N50775, N8711, N12330, N677, N40575, N24275, N42196, N37272, N2159, N44166, N43438, N45612, N28281, N26537, N37346, N11041, N40221, N64933, N56217, N18151
U76179, iter_0: N17936, N46203, N47553, N30401, N43646, N35252, N40468, N62001, N40899, N31454, N21142, N59908, N53443, N28281, N40221, N58264, N34457, N16461, N53011, N49712
U76190, iter_0: N20478, N19998, N32641, N61970, N11681, N49609, N41126, N35238, N9354, N24213, N29369, N2159, N22975, N4905, N61951, N41621, N13347, N46037, N1952, N51867
U76190, iter_1: N37346, N47190, N57888, N23682, N31423, N52201, N26762, N15559, N60472, N36037, N1344, N39932, N41387, N42877, N5940, N25774, N22985, N30288, N8711, N33670
U76190, iter_2: N61466, N52492, N43361, N25163, N41400, N16461, N4107, N1575, N28571, N26057, N19387, N64077, N5085, N18295, N34031, N57763, N56270, N37553, N11931, N51187
U76213, iter_0: N52502, N279, N7826, N13640, N4128, N15279, N6578, N50484, N6056, N44765, N31978, N64095, N28281, N13408, N58264, N2159, N55723, N59526, N18151, N61973
U76223, iter_0: N8711, N36408, N55723, N2235, N33670, N47370, N21590, N31556, N34004, N50775, N28983, N4661, N53335, N24109, N40575, N16461, N59960, N47975, N34601, N32239
U76249, iter_0: N44417, N52492, N20394, N32641, N64273, N13498, N40451, N45760, N53013, N33877, N45960, N35238, N29369, N13941, N31014, N33326, N17342, N11681, N1952, N52009
U76251, iter_0: N30288, N26537, N36037, N37272, N13347, N15559, N43438, N8162, N52098, N43361, N24275, N45612, N16461, N51690, N27553, N46037, N51187, N31556, N24424, N42196
U76251, iter_1: N20816, N52438, N35436, N62049, N24017, N32489, N4156, N56983, N39149, N12523, N32745, N23691, N27342, N38898, N7568, N26953, N41126, N51253, N42890, N19592
U76251, iter_2: N57888, N51875, N11652, N58030, N42877, N29533, N63546, N8711, N4107, N61969, N35619, N38333, N34031, N59960, N58264, N21156, N308, N61623, N33634, N33670
U76291, iter_0: N47370, N12477, N31395, N18295, N34495, N1667, N56347, N15194, N58264, N64606, N26262, N34031, N2994, N50670, N16914, N39298, N13464, N40078, N6056, N30288
U76298, iter_0: N27936, N26488, N7826, N58660, N59908, N26130, N63860, N45793, N56132, N6056, N33623, N52502, N1539, N59526, N11930, N60550, N6578, N19998, N16914, N24701
U76303, iter_0: N41717, N43386, N6066, N39814, N20764, N36459, N36777, N8711, N43343, N43361, N41285, N29217, N2960, N23513, N53013, N1166, N42647, N30288, N37055, N12588
U76313, iter_0: N2159, N26762, N16725, N15194, N60105, N62393, N1477, N26537, N24109, N34081, N11041, N53013, N27532, N49712, N62820, N55531, N49038, N10541, N47572, N18895
U76348, iter_0: N32708, N31556, N61466, N5085, N59960, N15194, N677, N40906, N45561, N58354, N40752, N26781, N31492, N59908, N59653, N1477, N57888, N16914, N31395, N46037
U76362, iter_0: N63860, N40451, N30929, N8162, N48077, N6578, N27891, N24701, N46037, N23603, N61970, N32196, N14170, N30639, N52502, N11931, N53001, N59042, N38901, N11944
U76378, iter_0: N59526, N28983, N21590, N10008, N26537, N34031, N60472, N53011, N7826, N308, N15559, N28851, N63255, N26488, N61973, N46738, N60550, N40575, N37346, N58264
U76406, iter_0: N39399, N6056, N59833, N7826, N38797, N55723, N57521, N64095, N51187, N52835, N60192, N3416, N18151, N20576, N2994, N62001, N47216, N30288, N22456, N17510
U76406, iter_1: N60472, N41400, N42196, N15559, N11289, N63546, N37346, N59960, N53308, N25163, N16914, N308, N16461, N2159, N61040, N13498, N8162, N34344, N56270, N24424
U76406, iter_2: N48350, N34044, N50924, N33677, N46992, N48151, N40943, N23805, N38442, N55555, N62777, N59905, N49279, N62919, N38779, N10747, N51954, N34852, N7865, N47412
U76411, iter_0: N54587, N53011, N2235, N18151, N38797, N53013, N6056, N8162, N62393, N29364, N55723, N57180, N11551, N18291, N51187, N60472, N9321, N37553, N28072, N14257
U76414, iter_0: N18310, N7826, N17234, N37346, N1539, N28324, N41172, N22975, N31289, N16914, N63860, N45017, N14170, N46283, N56211, N59307, N21590, N58264, N2704, N52588
U76414, iter_1: N43460, N21290, N43955, N52835, N34081, N25163, N8162, N53013, N59960, N45754, N46203, N31492, N58129, N3416, N27866, N59385, N41113, N57180, N41285, N57972
U76414, iter_2: N59277, N56746, N26380, N64195, N50502, N31703, N5695, N6171, N49197, N61878, N7556, N25860, N8045, N33828, N13648, N8137, N26023, N14993, N25124, N55913
U76424, iter_0: N26537, N61760, N38053, N63681, N15194, N62001, N34601, N58030, N38797, N53443, N52312, N7470, N55555, N49001, N40752, N40078, N40899, N37500, N26762, N42196
U76450, iter_0: N61970, N44249, N5886, N55723, N39399, N6056, N25163, N3416, N34031, N41172, N58264, N41400, N59385, N16461, N33120, N11551, N17510, N61623, N40468, N26488
U7646, iter_0: N15559, N60472, N46037, N57888, N5085, N28072, N41064, N23918, N41221, N7568, N42877, N1477, N28725, N29722, N1189, N51187, N3007, N1185, N18449, N15194
U7646, iter_1: N46459, N37381, N3234, N25064, N14076, N50007, N45953, N17017, N12403, N9295, N51005, N4663, N60018, N9371, N22457, N58884, N7173, N1578, N27788, N8162
U7646, iter_2: N28983, N38797, N47433, N52835, N27906, N53335, N52492, N56217, N16461, N34031, N18295, N40468, N34344, N52776, N43646, N13498, N29217, N11551, N36408, N28571
U76477, iter_0: N46178, N31556, N62001, N58264, N53013, N40324, N57888, N50670, N30288, N57403, N59908, N20507, N39463, N60105, N40221, N11931, N43301, N29217, N34081, N49038
U76489, iter_0: N1344, N20601, N18571, N21063, N47975, N64954, N4107, N27553, N43822, N28725, N18063, N26781, N39932, N59067, N60472, N52492, N1575, N38869, N17360, N40575
U76495, iter_0: N62001, N49878, N47190, N42196, N26537, N31179, N58129, N16725, N28571, N2159, N60599, N15559, N31556, N40575, N52588, N27553, N46203, N53013, N45612, N53168
U76501, iter_0: N677, N27906, N18151, N42196, N4107, N1539, N46917, N50657, N39109, N55229, N1065, N8162, N6056, N54571, N52502, N37458, N936, N53013, N59960, N31556
U76528, iter_0: N31978, N15559, N6471, N46783, N36425, N15279, N59367, N64273, N4661, N6578, N13640, N65103, N64095, N24213, N51187, N58264, N7826, N14809, N6056, N37272
U76535, iter_0: N28327, N21590, N16914, N17360, N29920, N24109, N22664, N59908, N2994, N53335, N45017, N279, N28420, N31556, N1185, N13640, N28103, N24424, N53013, N41400
U76535, iter_1: N1663, N23602, N8907, N4610, N53630, N8709, N42670, N28983, N36408, N60550, N43984, N19433, N38142, N64744, N59960, N61951, N31179, N58264, N17342, N56458
U76535, iter_2: N62207, N62750, N46915, N47370, N19477, N557, N59867, N41221, N33120, N43361, N30118, N24467, N61466, N54014, N1477, N36612, N61623, N20394, N10367, N4107
U76535, iter_3: N59131, N49297, N3451, N34225, N29152, N28466, N15959, N42668, N60895, N42604, N17017, N48824, N54442, N13051, N58109, N8162, N35147, N38294, N14929, N23513
U76535, iter_4: N32731, N26343, N20577, N58802, N25774, N61786, N29889, N53452, N54260, N42144, N15065, N20939, N35815, N46976, N40108, N45757, N23558, N5716, N48510, N26762
U76540, iter_0: N49712, N18332, N56456, N3007, N21142, N13498, N41006, N5886, N30345, N47087, N31782, N17952, N63746, N45561, N51187, N34004, N32073, N3841, N21156, N13640
U76557, iter_0: N26781, N15559, N30118, N5085, N1067, N54587, N18485, N26762, N12477, N53335, N19477, N51875, N36612, N41064, N8162, N11551, N23547, N41221, N3007, N24109
U76560, iter_0: N28851, N39184, N53910, N28983, N40575, N62423, N48659, N43646, N33526, N40752, N46586, N26690, N8162, N59685, N38142, N33326, N10541, N30288, N55723, N53335
U76566, iter_0: N26690, N14809, N36425, N8907, N6056, N4610, N52577, N40752, N1952, N58264, N50484, N11551, N27553, N36037, N13640, N47190, N52502, N59526, N19433, N41400
U76566, iter_1: N42196, N46203, N13498, N37346, N2159, N4661, N15559, N59960, N8162, N24424, N34031, N30288, N40221, N2994, N61296, N26537, N61970, N24275, N27906, N44166
U76566, iter_2: N46130, N29627, N54752, N1663, N24109, N48084, N10008, N28072, N34949, N17672, N22975, N53630, N45793, N60550, N13408, N32708, N32786, N4556, N61973, N21590
U76576, iter_0: N31395, N31492, N58264, N18151, N14257, N29450, N57888, N8162, N9409, N29722, N16914, N24109, N28983, N31556, N31423, N2994, N18063, N53013, N50565, N11551
U76576, iter_1: N47433, N59908, N52835, N25163, N44249, N16461, N21590, N55229, N1344, N13347, N64372, N5886, N24424, N41400, N52098, N29217, N60472, N46037, N308, N34031
U76576, iter_2: N48302, N48659, N27532, N14170, N40899, N29627, N40670, N40324, N1067, N17234, N3841, N20764, N48049, N46915, N35671, N32708, N47380, N19811, N29268, N55531
U76591, iter_0: N3865, N30288, N1914, N279, N62393, N13640, N2235, N47190, N19477, N11551, N2704, N34081, N25837, N49001, N57888, N53443, N61472, N5940, N51187, N16725
U766, iter_0: N48407, N20394, N48487, N51187, N29369, N677, N52835, N16461, N11359, N38869, N32489, N20984, N25583, N44417, N28640, N38797, N5576, N13865, N27891, N63860
U7662, iter_0: N2994, N59385, N279, N58264, N18291, N40575, N52835, N64933, N26488, N46501, N18151, N60472, N13498, N41400, N61623, N40221, N53013, N40752, N47433, N32073
U7662, iter_1: N2961, N35591, N28751, N57354, N44698, N54398, N20387, N37338, N2429, N37052, N38138, N1019, N52502, N37738, N59841, N29128, N13097, N52939, N24717, N15628
U7662, iter_2: N47975, N49712, N27866, N47087, N40078, N22664, N51581, N9409, N17360, N4107, N15559, N13347, N16725, N31395, N41498, N27532, N40899, N8657, N1067, N54587
U76620, iter_0: N49609, N46037, N31556, N27318, N29217, N48302, N52588, N39184, N54439, N44765, N56132, N43361, N36689, N29627, N49252, N47216, N29952, N43438, N1952, N7826
U76620, iter_1: N42196, N25015, N4107, N29364, N20507, N1344, N23682, N28420, N27866, N61593, N16431, N15194, N52201, N308, N17952, N39399, N11652, N40956, N24458, N47902
U76620, iter_2: N33474, N15481, N8456, N1450, N62341, N31014, N24272, N20267, N43102, N49053, N44897, N27342, N25491, N61061, N11041, N18476, N15325, N4485, N44183, N62128
U76635, iter_0: N34031, N5886, N58264, N47433, N16461, N6056, N55723, N25163, N3416, N53910, N11551, N61623, N61970, N4661, N1344, N51187, N2994, N17510, N59385, N43386
U76668, iter_0: N45017, N35238, N52492, N37272, N37146, N58129, N16804, N50453, N28571, N31179, N18291, N44645, N20816, N31556, N38951, N55229, N53364, N61969, N13941, N8162
U7667, iter_0: N33526, N61929, N6371, N58070, N7112, N61951, N46037, N36408, N14170, N44640, N11944, N17672, N32277, N31014, N8162, N18571, N60472, N48084, N40221, N13941
U76671, iter_0: N28725, N26762, N40221, N2704, N57763, N31014, N27906, N52201, N51690, N61296, N20507, N25837, N61970, N41285, N30834, N31782, N38504, N38869, N49878, N10367
U76700, iter_0: N39399, N43386, N41400, N28324, N11551, N16461, N308, N38797, N47433, N1344, N46037, N51099, N24386, N130, N63627, N53013, N38138, N14699, N5472, N35671
U76707, iter_0: N34081, N53013, N31556, N13347, N27906, N31179, N28571, N58129, N37272, N59908, N45561, N18571, N47572, N45754, N6056, N56434, N30288, N37007, N49038, N64933
U76752, iter_0: N45754, N15194, N46084, N3007, N28327, N22664, N557, N18063, N30288, N9734, N26262, N24109, N28983, N37346, N21290, N57888, N60105, N26781, N46915, N23918
U76771, iter_0: N6056, N14170, N1952, N17234, N41172, N22975, N60550, N39184, N17510, N54571, N5288, N308, N1539, N21590, N50372, N33120, N46917, N28983, N52492, N52835
U76799, iter_0: N2159, N47190, N37346, N40221, N61970, N26537, N62170, N14252, N20764, N42877, N4107, N13464, N47572, N25774, N8889, N64077, N31556, N26792, N53593, N27906
U76811, iter_0: N26537, N24109, N28983, N26488, N6916, N43460, N28448, N19477, N26781, N18295, N34031, N23409, N58264, N60472, N21590, N6056, N32221, N40575, N54587, N56434
U76816, iter_0: N1663, N42670, N34081, N41285, N6994, N33297, N56434, N32641, N26690, N62170, N11569, N29627, N48049, N29091, N18145, N18978, N436, N7852, N65103, N35671
U76818, iter_0: N16914, N58264, N279, N25163, N11551, N21590, N58129, N20984, N18151, N38797, N17778, N28571, N61623, N31179, N64273, N677, N46037, N2994, N33623, N63390
U76820, iter_0: N46917, N1952, N63255, N30562, N52502, N52201, N44249, N59307, N59367, N11569, N29627, N59022, N20576, N60531, N47190, N51187, N4290, N775, N16725, N31884
U76820, iter_1: N16431, N31395, N26792, N38869, N3841, N9734, N60105, N52588, N5940, N57888, N18151, N25837, N28983, N1914, N11551, N35252, N61970, N39298, N34031, N47433
U76820, iter_2: N53013, N37346, N46037, N29930, N15559, N308, N13640, N62393, N39932, N24458, N38797, N2159, N5085, N37055, N5886, N2994, N40356, N12330, N5519, N27553
U76852, iter_0: N7173, N48407, N7852, N7826, N64183, N9354, N29369, N48717, N33505, N56270, N34081, N44166, N15559, N48077, N13498, N16461, N43246, N34031, N62393, N35447
U76852, iter_1: N40299, N57332, N59407, N42378, N28961, N7038, N15066, N25664, N43143, N35815, N51954, N53923, N50179, N29801, N7443, N21885, N5695, N28029, N26415, N17115
U76852, iter_2: N63255, N48487, N59307, N3416, N18151, N16914, N41172, N61623, N58264, N41400, N55723, N28103, N31409, N30288, N44249, N4128, N52577, N63390, N25837, N64095
U76853, iter_0: N19477, N63681, N37007, N28072, N47370, N41387, N49712, N51581, N29930, N38053, N20507, N38797, N38333, N4661, N61760, N51187, N11551, N11652, N17952, N40899
U76853, iter_1: N4610, N51033, N60531, N59685, N32196, N58251, N6209, N10541, N35725, N53335, N36408, N27738, N21063, N53011, N59833, N18571, N52929, N18151, N35436, N58264
U76853, iter_2: N21484, N14615, N19050, N53587, N33670, N20670, N27639, N53169, N55913, N1353, N51560, N9801, N49249, N894, N43646, N61381, N58552, N53443, N23657, N16806
U76853, iter_3: N37773, N37125, N54867, N34218, N14756, N15481, N44795, N55461, N779, N10008, N32854, N61973, N59131, N45734, N31884, N3489, N44184, N22483, N25257, N52493
U76853, iter_4: N3007, N58030, N42223, N9971, N54014, N15194, N49001, N30118, N34004, N24686, N56456, N6056, N26057, N27866, N44249, N47902, N28448, N18295, N6916, N61541
U7688, iter_0: N19477, N61970, N45561, N26537, N46037, N39463, N43646, N40575, N53815, N8711, N21063, N16461, N41006, N6056, N24424, N16914, N5085, N1344, N50775, N5886
U76902, iter_0: N11083, N43646, N46915, N28072, N62750, N15194, N28725, N58264, N45561, N18063, N29722, N13640, N16461, N24109, N53335, N61623, N31454, N11551, N5085, N63681
U76912, iter_0: N16725, N34081, N53013, N11041, N11289, N13347, N16914, N63546, N26537, N59960, N21681, N49878, N2159, N31556, N40752, N41285, N62001, N56434, N28983, N43438
U76944, iter_0: N31556, N16461, N3416, N31014, N46501, N16725, N17510, N46037, N28983, N35671, N17778, N29511, N34805, N44645, N6767, N51690, N4107, N24701, N11681, N56270
U76945, iter_0: N2159, N61969, N43361, N28983, N42196, N11041, N8711, N27906, N53013, N13498, N49878, N51690, N10541, N25837, N37346, N30288, N18151, N55229, N61472, N41285
U76945, iter_1: N27318, N20764, N28152, N14990, N8889, N11681, N6532, N31395, N35447, N30614, N59833, N19998, N15194, N20601, N5576, N29627, N44417, N26063, N56211, N38504
U76945, iter_2: N30835, N34055, N9295, N779, N22731, N36178, N54862, N11269, N38155, N26415, N50007, N15469, N6935, N61970, N279, N38490, N21186, N30503, N16327, N65025
U76946, iter_0: N677, N31014, N38504, N14257, N32073, N13347, N10541, N62393, N31556, N34081, N45561, N4107, N18332, N8162, N17510, N3007, N15194, N16117, N41221, N51187
U76946, iter_1: N11359, N11289, N40390, N64954, N56217, N29217, N11041, N60035, N27906, N4610, N65103, N62423, N43822, N43361, N57403, N2704, N19536, N33486, N17778, N22985
U76946, iter_2: N34764, N62692, N10943, N23180, N21513, N30725, N3416, N53484, N48285, N43222, N10278, N38490, N6926, N51005, N7961, N28132, N43863, N57755, N58427, N19770
U76967, iter_0: N16914, N50565, N16461, N34031, N60472, N5519, N14257, N42223, N39463, N43822, N38333, N47902, N35252, N19477, N56456, N32221, N23682, N42196, N38311, N37553
U76979, iter_0: N40906, N46130, N47370, N4661, N3007, N59003, N677, N37007, N8162, N3416, N31492, N53910, N5886, N28983, N3865, N39298, N23918, N18295, N31014, N28072
U76979, iter_1: N57521, N24617, N4610, N64095, N11681, N56211, N2159, N1344, N52577, N56471, N25163, N10552, N39932, N8711, N37346, N51187, N61970, N11551, N53335, N26048
U76979, iter_2: N52492, N34031, N18291, N64954, N58030, N36037, N44645, N53443, N37146, N13347, N3841, N43361, N33670, N56217, N42196, N13640, N22985, N38504, N64372, N55397
U76998, iter_0: N33469, N20576, N48077, N4556, N29364, N53687, N2235, N7826, N32708, N47380, N15194, N14990, N31978, N48049, N23409, N16804, N52577, N26488, N17778, N60105
U77033, iter_0: N8162, N54587, N61466, N47190, N26537, N58354, N43438, N36037, N25015, N61970, N24424, N46037, N41221, N59960, N43361, N26762, N52492, N2649, N60472, N20601
U77033, iter_1: N24467, N31289, N706, N54439, N5519, N5085, N53630, N30422, N64095, N6767, N25130, N1185, N59042, N16461, N26781, N9409, N4905, N54437, N42223, N48084
U77033, iter_2: N1667, N49038, N43400, N13347, N7568, N50670, N1189, N308, N59908, N4680, N34031, N13640, N39932, N40906, N49712, N51187, N53298, N46915, N23194, N40356
U77036, iter_0: N61296, N5940, N2994, N52201, N53011, N43438, N51875, N24275, N18449, N16461, N28327, N11551, N42223, N47370, N62207, N30288, N37346, N55723, N25163, N9135
U7705, iter_0: N6873, N22975, N3416, N43246, N11681, N1539, N60550, N64264, N41621, N47652, N18310, N48077, N53335, N35252, N46037, N308, N60264, N11551, N6371, N48084
U77061, iter_0: N30562, N60550, N51187, N64273, N28983, N6371, N15559, N4287, N8711, N21590, N26048, N48487, N29627, N54571, N7330, N35725, N44417, N37589, N47380, N45760
U7707, iter_0: N47553, N37458, N28725, N62820, N46501, N30288, N26537, N16461, N53910, N40752, N9971, N28152, N20413, N8162, N15194, N53201, N56270, N52098, N34004, N18449
U77083, iter_0: N40752, N52588, N26537, N37458, N30288, N43438, N21063, N2704, N4107, N44166, N34081, N61969, N40221, N10541, N61472, N22985, N52776, N2159, N33326, N16914
U77084, iter_0: N4107, N62207, N38053, N61970, N47572, N61466, N37346, N34081, N55531, N44166, N38504, N26762, N27906, N49712, N27532, N28152, N16117, N43438, N22985, N31454
U77111, iter_0: N18151, N30288, N46501, N15559, N40752, N33326, N28983, N47190, N46203, N42196, N27553, N59908, N31556, N40575, N13640, N2159, N27906, N24275, N20394, N10541
U77130, iter_0: N53011, N27936, N26488, N42670, N55830, N19623, N57180, N27079, N64859, N48077, N56211, N48487, N706, N56897, N57225, N14809, N14333, N28983, N31978, N31036
U77134, iter_0: N40906, N12330, N33670, N27866, N47087, N36037, N46178, N5940, N34344, N43460, N45163, N62092, N5085, N29722, N23547, N27532, N40985, N42877, N31395, N9135
U77134, iter_1: N20576, N58251, N65103, N1952, N56458, N64264, N2704, N40468, N48077, N25583, N32277, N46501, N31556, N38915, N45017, N12613, N20325, N23602, N36425, N38898
U77134, iter_2: N62393, N53011, N21590, N4857, N1860, N59908, N49038, N51875, N62170, N52835, N56270, N52098, N51187, N56347, N5886, N52492, N25163, N23918, N53168, N39932
U77134, iter_3: N51937, N51185, N62692, N33638, N23691, N31917, N18010, N62195, N10282, N17468, N6926, N25226, N25064, N46446, N40332, N22061, N23346, N20545, N15469, N51896
U77134, iter_4: N46037, N15194, N56434, N59003, N17510, N43400, N3541, N26057, N30118, N40356, N17360, N1477, N7568, N64606, N13464, N46915, N20507, N41172, N31492, N47370
U77139, iter_0: N19025, N46917, N52502, N46586, N32641, N38869, N58660, N33505, N31036, N1344, N59876, N20576, N32139, N13347, N33469, N59908, N26690, N41498, N61970, N35671
U7714, iter_0: N64077, N18485, N47087, N4107, N46037, N29930, N39932, N25015, N42196, N43361, N61466, N53443, N40575, N47190, N15194, N29217, N15559, N17952, N39298, N26057
U77149, iter_0: N61973, N53364, N11015, N1663, N63546, N16461, N48049, N33326, N60192, N22975, N46586, N48717, N60531, N56132, N65103, N8709, N28851, N4556, N34081, N42890
U77149, iter_1: N4936, N15683, N50658, N63342, N59267, N13297, N49831, N53587, N33056, N47975, N59415, N22666, N62820, N44305, N48486, N43360, N30126, N52329, N53108, N26537
U77149, iter_2: N24275, N28983, N19623, N21681, N60550, N45612, N50453, N6873, N38898, N11681, N43438, N50775, N24424, N56434, N12703, N40575, N34031, N27553, N32277, N31556
U77149, iter_3: N53916, N7600, N15564, N41881, N49297, N35609, N30668, N277, N38166, N26091, N56746, N6761, N44847, N29306, N23373, N4700, N11600, N1989, N29905, N1835
U77149, iter_4: N61241, N39184, N35671, N50657, N28643, N8711, N51489, N14170, N33877, N64335, N6578, N14333, N56211, N48455, N50058, N58129, N35436, N8306, N11569, N17778
U77179, iter_0: N39015, N48302, N38915, N37458, N27906, N64273, N11823, N14809, N45760, N58251, N42890, N35447, N30614, N1952, N59685, N29217, N59367, N11930, N62423, N6873
U77183, iter_0: N42196, N46501, N15559, N31014, N45612, N37458, N44645, N18295, N37146, N51690, N18794, N43438, N56270, N40221, N37272, N34081, N4107, N27906, N22985, N60599
U77187, iter_0: N28072, N56347, N15194, N40324, N42877, N58354, N18312, N51875, N16431, N34031, N25837, N53011, N40906, N38311, N16461, N47087, N13347, N8889, N31556, N44249
U77189, iter_0: N308, N58264, N46037, N51187, N4661, N26488, N45754, N43386, N40468, N11551, N2994, N33120, N279, N3416, N34031, N21590, N25163, N35252, N6056, N61970
U77196, iter_0: N36408, N7568, N15194, N17936, N51875, N58264, N9971, N34031, N47370, N18332, N18151, N11551, N23409, N1477, N51187, N43400, N34004, N49712, N18485, N3841
U77196, iter_1: N27553, N61973, N62033, N35725, N47380, N41285, N42499, N14170, N15559, N45793, N42196, N24213, N48487, N40221, N32489, N47190, N32139, N24275, N46501, N33526
U77196, iter_2: N11289, N39298, N27906, N16461, N47433, N11083, N41400, N60105, N28152, N36249, N47975, N2994, N52776, N24109, N38797, N32708, N308, N52492, N53515, N52835
U77227, iter_0: N18485, N19477, N36436, N58264, N5716, N52447, N37783, N24190, N21752, N50946, N18828, N53346, N20136, N33791, N15194, N37142, N31704, N13262, N51963, N7443
U77248, iter_0: N20394, N57403, N1477, N37458, N45017, N13498, N52588, N6916, N27553, N1189, N677, N18151, N19477, N31556, N43646, N10541, N59960, N23184, N24109, N35252
U77253, iter_0: N24109, N38311, N15811, N6056, N64606, N60105, N24458, N38053, N34457, N26262, N62207, N36612, N28327, N34601, N3841, N24686, N33120, N32221, N39399, N49001
U77260, iter_0: N1477, N17360, N6916, N6056, N39399, N56434, N36249, N4754, N44249, N34081, N24458, N61970, N28324, N26537, N28072, N41640, N13347, N43438, N2159, N15559
U77287, iter_0: N25163, N6056, N11551, N41400, N41172, N59385, N40468, N7330, N26130, N3416, N48487, N50372, N39184, N52835, N33212, N53013, N6873, N14990, N33120, N5886
U77287, iter_1: N40906, N3841, N31679, N23409, N15811, N42877, N60472, N18312, N55555, N47087, N40899, N22664, N52588, N16725, N4857, N28327, N10541, N28072, N40324, N40752
U77287, iter_2: N47433, N35436, N4610, N51867, N5576, N43386, N308, N44249, N32489, N59367, N50942, N20459, N47190, N16461, N21941, N46586, N301, N3293, N48084, N38901
U77325, iter_0: N56434, N62393, N59908, N16914, N677, N16725, N61296, N52492, N53013, N26537, N53011, N43400, N13640, N30288, N40575, N46501, N42196, N59960, N32073, N15559
U77328, iter_0: N17510, N3416, N64273, N35671, N59981, N52835, N30288, N5886, N28983, N11551, N25163, N17778, N6578, N13347, N2994, N48077, N31556, N56270, N11675, N58264
U77347, iter_0: N61466, N20507, N58354, N1344, N52492, N5519, N29722, N26762, N52776, N31782, N62092, N30834, N38333, N40324, N29533, N59960, N33326, N57972, N26262, N8711
U7736, iter_0: N1663, N16804, N19998, N60939, N26271, N6578, N6371, N52577, N775, N60041, N32139, N14809, N4556, N20816, N7961, N31939, N19433, N3380, N64095, N56458
U7736, iter_1: N27553, N9971, N21142, N43438, N13498, N41285, N39109, N18291, N11092, N38869, N59867, N52492, N31179, N18571, N49038, N54752, N9321, N43361, N44166, N28103
