U10008, iter_0: N43386, N61970, N1344, N59385, N55723, N46037, N35252, N58264, N44249, N308, N61623, N39399, N41400, N33120, N53910, N2994, N279, N3416, N41172, N53335
U83199, iter_4: N45868, N4913, N24213, N48351, N35436, N47813, N4290, N42796, N9354, N43715, N42491, N2712, N61318, N60848, N40119, N35725, N52530, N6739, N60686, N49328
U832, iter_0: N21290, N59653, N11551, N18312, N58264, N9734, N34344, N1344, N47370, N22690, N24275, N3996, N7568, N53011, N18151, N61296, N17952, N40324, N41400, N30288
U832, iter_1: N2649, N557, N41221, N47975, N55555, N39298, N40899, N37500, N43301, N17510, N38869, N4680, N40670, N26781, N36249, N18895, N53593, N26488, N53298, N41387
U832, iter_2: N35436, N7826, N60550, N14333, N30562, N53381, N4610, N17234, N54439, N48455, N50775, N39432, N35252, N17342, N24424, N64077, N36689, N3416, N13640, N7112
U832, iter_3: N37688, N46396, N36414, N43083, N8373, N19109, N53105, N34672, N44795, N37381, N55553, N10294, N12596, N27499, N44557, N50227, N3064, N37629, N6645, N28496
U832, iter_4: N37007, N24467, N40906, N44249, N20601, N41064, N61970, N53728, N34031, N21681, N10379, N57189, N18295, N53515, N34495, N27553, N20331, N15559, N34004, N1914
U83240, iter_0: N41006, N62207, N13498, N21063, N59908, N46915, N60472, N37266, N103, N34457, N49973, N62170, N26781, N24109, N38869, N51690, N50565, N47190, N63746, N52201
U83246, iter_0: N38901, N28983, N22456, N53630, N3416, N22975, N5886, N6578, N21590, N45017, N63390, N3045, N24617, N6873, N7826, N31289, N19433, N51187, N11289, N62001
U83275, iter_0: N42655, N20478, N46501, N11681, N14333, N32641, N1344, N61973, N8375, N20325, N52502, N29363, N4661, N8709, N24617, N37266, N60599, N58070, N61951, N40221
U83303, iter_0: N59981, N27738, N45017, N64095, N51690, N5886, N14978, N42988, N35671, N28640, N34949, N48407, N10541, N62001, N39149, N51187, N53364, N30288, N60472, N59526
U83303, iter_1: N28643, N7173, N53381, N1539, N54439, N49878, N62894, N308, N56458, N46037, N29511, N4556, N20459, N39399, N55830, N17234, N57225, N16461, N64335, N18295
U83303, iter_2: N1667, N20507, N52312, N16914, N24458, N9135, N58354, N5085, N16477, N1067, N53011, N34081, N47087, N11289, N2530, N59908, N29217, N53201, N40206, N23184
U83350, iter_0: N6532, N279, N6873, N64744, N61951, N20325, N2994, N1952, N50058, N6371, N61973, N40575, N4610, N43386, N58070, N8709, N26537, N20478, N52502, N32641
U83355, iter_0: N53910, N41172, N25163, N26488, N279, N50484, N17342, N27936, N29541, N22456, N7826, N41400, N28324, N52835, N29363, N30562, N50372, N34344, N49252, N6471
U83361, iter_0: N3416, N17510, N8711, N11569, N59367, N7826, N30288, N47433, N60192, N5288, N44249, N28983, N59685, N46586, N38915, N36425, N34031, N6994, N55830, N58070
U83369, iter_0: N16461, N26488, N41400, N1344, N61970, N308, N4661, N5886, N46037, N58264, N36408, N11551, N35252, N38797, N17510, N44249, N45754, N279, N39399, N51099
U83376, iter_0: N19477, N11652, N59385, N12477, N53515, N41221, N52202, N23184, N43460, N2994, N11931, N26762, N41285, N53815, N23682, N46441, N19387, N28281, N38311, N46130
U8341, iter_0: N52577, N34081, N41172, N62170, N13941, N33212, N48487, N20394, N26584, N56270, N20459, N308, N33120, N60041, N22975, N34031, N16461, N53381, N58129, N7173
U8343, iter_0: N49038, N4107, N8657, N9846, N28420, N62170, N43460, N58414, N49001, N52835, N40078, N7947, N52492, N11652, N28571, N8162, N11931, N29364, N47553, N3007
U83449, iter_0: N42670, N33623, N24467, N40899, N22456, N16725, N22664, N50484, N32221, N34344, N60550, N6578, N29541, N52502, N12682, N49712, N63390, N23918, N18151, N55830
U8346, iter_0: N279, N6578, N14990, N58264, N38869, N52502, N28324, N43386, N1344, N1952, N64721, N6056, N32139, N46501, N34344, N11569, N52764, N18151, N20478, N11551
U83460, iter_0: N62170, N28983, N18571, N56217, N28571, N60472, N31179, N41285, N37458, N27553, N33326, N40752, N16914, N21681, N20236, N56804, N62393, N37146, N26584, N37272
U83482, iter_0: N59385, N18151, N6873, N11569, N54571, N34344, N48487, N31676, N52502, N3416, N14978, N3045, N19998, N6471, N36037, N64095, N4661, N61929, N8375, N26130
U83485, iter_0: N34344, N18063, N41387, N40906, N54571, N1539, N40078, N49252, N8907, N37589, N30562, N6873, N63390, N20601, N7826, N60550, N58660, N31395, N29541, N22690
U83486, iter_0: N26488, N59067, N11551, N61623, N21590, N31395, N62750, N41400, N40468, N9734, N40356, N59908, N4754, N4857, N53201, N43955, N279, N34081, N47433, N13980
U83487, iter_0: N18978, N24213, N11681, N7173, N29541, N60531, N12682, N41658, N31884, N39015, N40390, N26048, N8306, N60041, N63390, N27936, N6532, N4290, N64469, N29952
U83495, iter_0: N34031, N46037, N38797, N1344, N61970, N4661, N26488, N16461, N51099, N43386, N41400, N51187, N40468, N36408, N11551, N52835, N25163, N5886, N308, N21590
U83516, iter_0: N21290, N28072, N15559, N2649, N63746, N18295, N677, N13498, N18151, N34360, N30288, N36037, N36612, N40752, N20394, N26792, N64077, N20764, N41221, N61970
U83523, iter_0: N26584, N64095, N59385, N2994, N57521, N52577, N39184, N17342, N14978, N12613, N48487, N54571, N14809, N15279, N31179, N62894, N60550, N6056, N28643, N39932
U83523, iter_1: N3045, N17672, N20459, N42988, N59685, N40390, N301, N10552, N60264, N29627, N33623, N24213, N46783, N53381, N65103, N308, N4290, N31676, N44417, N38797
U83523, iter_2: N26262, N4661, N3416, N13640, N11083, N58656, N11041, N61970, N17578, N40752, N10541, N279, N9409, N9118, N34031, N14252, N53910, N22575, N42877, N45561
U83535, iter_0: N34344, N1344, N29930, N4661, N47370, N41064, N45754, N53515, N279, N18151, N7947, N30288, N43386, N46203, N6916, N22664, N57888, N557, N51581, N25163
U83550, iter_0: N47216, N53335, N4610, N28640, N53011, N36037, N37458, N308, N8711, N51099, N61970, N35436, N31884, N29363, N27738, N14170, N8162, N4287, N57403, N59960
U8357, iter_0: N57403, N8711, N10541, N28327, N47572, N36037, N15559, N44166, N39932, N23508, N46501, N6056, N56217, N51581, N55397, N9846, N52098, N2994, N51187, N29364
U83600, iter_0: N53335, N33831, N46130, N11652, N5519, N41640, N26762, N15559, N42223, N55723, N54014, N19387, N38333, N61970, N53011, N2235, N7470, N59385, N9846, N41221
U83607, iter_0: N29533, N26762, N44166, N20236, N42196, N59960, N64933, N46501, N43361, N29450, N50565, N11289, N29217, N53308, N21710, N59908, N26584, N41113, N28327, N63681
U83610, iter_0: N33212, N39399, N14170, N27738, N38733, N28800, N64095, N44249, N17234, N48487, N30689, N61241, N308, N18295, N11569, N53011, N41172, N59981, N18571, N29322
U83616, iter_0: N26488, N1952, N3996, N40468, N41400, N29541, N63390, N18151, N34344, N24275, N55723, N26130, N35671, N59022, N50775, N63255, N18571, N19536, N53011, N3416
U83617, iter_0: N28072, N51187, N46084, N47902, N39463, N53443, N18485, N29930, N557, N41221, N37007, N31782, N53728, N5693, N35252, N17936, N36037, N2994, N62436, N29450
U83645, iter_0: N18571, N24213, N33623, N51187, N39184, N13347, N48077, N48487, N46586, N30288, N12613, N9846, N54018, N54136, N61973, N47190, N64954, N53168, N5288, N11681
U83645, iter_1: N31423, N6916, N31782, N40356, N62092, N56434, N57403, N53728, N37272, N26488, N26537, N34495, N45163, N34004, N38333, N46915, N59960, N11289, N61623, N28327
U83645, iter_2: N3589, N46992, N15469, N32923, N48843, N45912, N52675, N31063, N31005, N38073, N44687, N22874, N47916, N18312, N15492, N56501, N55275, N15305, N3116, N11770
U83648, iter_0: N63390, N52577, N40752, N26584, N60264, N3416, N30562, N37346, N61970, N17672, N54439, N29363, N44765, N24617, N59042, N27891, N13640, N35436, N62894, N19025
U83648, iter_1: N11041, N30288, N25163, N16461, N56270, N28324, N2994, N58129, N38797, N47190, N21590, N60472, N13498, N51187, N53013, N61296, N55723, N279, N52588, N44249
U83648, iter_2: N32239, N27731, N29627, N301, N20947, N9118, N30118, N47370, N20764, N52299, N32393, N4287, N677, N15811, N52201, N11944, N10612, N57972, N15279, N31676
U83731, iter_0: N47572, N46178, N42248, N1914, N58030, N21142, N56456, N58414, N55531, N57451, N36612, N31782, N57972, N31423, N36740, N46915, N30401, N13628, N47087, N30834
U83747, iter_0: N30288, N56804, N8162, N22985, N31556, N28983, N15559, N13640, N28571, N43400, N56434, N61472, N11041, N40752, N36037, N29217, N677, N58129, N1575, N64933
U83749, iter_0: N40752, N45361, N23642, N31341, N12823, N2482, N41548, N52554, N42224, N48450, N37463, N52742, N56493, N26537, N57180, N38835, N41498, N59213, N45346, N42666
U83750, iter_0: N20947, N61363, N13640, N58129, N49712, N28281, N54587, N308, N61296, N4680, N28571, N3996, N20413, N61970, N38504, N26792, N38333, N31179, N23918, N34344
U83752, iter_0: N34344, N3996, N53168, N52009, N57034, N43646, N51690, N8162, N52492, N57403, N37346, N26584, N15559, N52588, N53011, N44645, N12330, N21710, N8711, N36037
U83757, iter_0: N41172, N33120, N60550, N62894, N48487, N279, N29541, N3045, N22456, N2062, N54571, N308, N27936, N37589, N5288, N16461, N32073, N13980, N31676, N64335
U838, iter_0: N36408, N28072, N40956, N51690, N59385, N61970, N62001, N45017, N28324, N60059, N53335, N29364, N55723, N61541, N47370, N61760, N28103, N49955, N41064, N33670
U83804, iter_0: N26781, N21290, N2649, N15559, N5085, N18895, N37346, N13640, N34344, N61970, N40670, N3416, N557, N50775, N26792, N28281, N20394, N26537, N46203, N34360
U83807, iter_0: N61241, N52502, N6532, N59022, N62423, N48659, N11569, N6371, N63255, N18295, N1952, N2994, N36689, N51187, N15279, N5576, N44249, N60027, N13865, N33623
U83828, iter_0: N54571, N61623, N40468, N38797, N19623, N59981, N24275, N8162, N22456, N41172, N308, N55830, N29322, N27936, N33469, N26488, N2062, N30288, N41400, N50372
U83857, iter_0: N14257, N34601, N36612, N38333, N6916, N11551, N46130, N55397, N6056, N7568, N46037, N59960, N3865, N29364, N34457, N53013, N24109, N61760, N20394, N51187
U83857, iter_1: N59833, N19536, N5288, N46917, N31289, N61623, N42890, N47433, N41621, N279, N50565, N51099, N18291, N60472, N26130, N24424, N9354, N59908, N16461, N33120
U83857, iter_2: N55723, N64954, N52009, N42196, N18151, N17510, N32073, N52776, N39932, N29217, N8162, N52588, N43361, N34344, N63546, N53011, N11041, N57180, N24275, N43386
U83920, iter_0: N57521, N19998, N17234, N22456, N53910, N5576, N34344, N8907, N50372, N3416, N25163, N39399, N14333, N63390, N31978, N4661, N60472, N30288, N60264, N13640
U83931, iter_0: N38333, N37553, N3865, N23184, N9971, N37007, N22690, N9118, N1667, N59960, N29930, N42196, N59908, N53335, N16477, N34344, N49001, N26762, N53011, N61593
U83940, iter_0: N5693, N46084, N47370, N10379, N25163, N58264, N1344, N52492, N61363, N1477, N21142, N64933, N51690, N11931, N47190, N16066, N27532, N56804, N53728, N18332
U83960, iter_0: N41285, N53515, N42223, N44645, N55229, N37146, N18291, N28420, N10541, N9734, N62750, N3865, N2704, N11652, N61040, N44166, N31454, N19685, N40206, N37553
U83976, iter_0: N40956, N33831, N16461, N17360, N55723, N51690, N49955, N44249, N23184, N59960, N57403, N33120, N43386, N24458, N39399, N42248, N32073, N5940, N36408, N28327
U83985, iter_0: N34360, N28103, N33670, N53168, N30345, N11931, N44166, N12330, N18151, N46130, N36037, N18794, N28281, N24275, N52835, N61472, N2530, N52098, N24424, N15811
U83990, iter_0: N30288, N13980, N2704, N18151, N56434, N45612, N22985, N34081, N56804, N37458, N31556, N50775, N24275, N40752, N40575, N41285, N16725, N57180, N57034, N37346
U84023, iter_0: N19998, N17342, N20576, N61241, N29363, N51187, N18151, N16804, N15559, N279, N18571, N706, N29322, N4661, N36425, N21941, N3045, N32759, N6371, N2994
U84029, iter_0: N5940, N61970, N15559, N26762, N26781, N53013, N52588, N24109, N31782, N16461, N26537, N38333, N57972, N28072, N56217, N59960, N37553, N21063, N59908, N50775
U84032, iter_0: N61970, N26488, N16461, N51099, N46037, N53910, N34031, N58264, N4661, N61623, N55723, N38797, N41400, N279, N35252, N308, N43386, N47433, N28324, N6056
U84034, iter_0: N25015, N37553, N26781, N20394, N61969, N2159, N50775, N4107, N64372, N37272, N1575, N39109, N57403, N37266, N15559, N49973, N677, N44166, N63746, N56434
U84035, iter_0: N31556, N30288, N42877, N34081, N58656, N47087, N2159, N26537, N58129, N31423, N5886, N38556, N38053, N6916, N4680, N41172, N18485, N56456, N39298, N56434
U84045, iter_0: N28152, N18449, N18151, N4107, N10541, N16725, N55531, N53201, N60472, N56804, N63746, N20601, N2704, N24275, N39932, N58129, N30288, N37272, N51875, N40575
U84058, iter_0: N15559, N61970, N32457, N36332, N1336, N1170, N63356, N43872, N428, N15234, N4700, N2006, N50831, N59257, N5450, N62260, N35268, N62632, N62207, N20394
U84062, iter_0: N43460, N5940, N31782, N52588, N37458, N46501, N23184, N60105, N53013, N20507, N46178, N45017, N46130, N3996, N49878, N16725, N56270, N61593, N61466, N5886
U84062, iter_1: N18895, N31423, N3416, N32708, N5085, N24109, N32221, N11551, N51187, N308, N47433, N18312, N52835, N1667, N28072, N64606, N2994, N53728, N40324, N28327
U84062, iter_2: N8711, N33623, N29627, N57521, N55229, N8709, N33326, N18310, N18145, N6873, N52492, N39399, N301, N11675, N18794, N19536, N59307, N31884, N39432, N41400
U84062, iter_3: N15269, N15155, N7119, N36288, N57226, N59277, N38483, N16553, N7092, N32806, N55703, N28785, N38733, N10812, N8746, N2035, N23502, N60868, N23278, N42604
U84062, iter_4: N26584, N16914, N8162, N9409, N42877, N18151, N51690, N45163, N64077, N29450, N20394, N17360, N60599, N19685, N61969, N39932, N34457, N61541, N29920, N51099
U84070, iter_0: N50372, N48487, N39184, N47380, N49252, N59385, N4034, N20576, N1539, N7112, N11015, N54571, N26063, N38733, N58264, N44640, N42988, N56132, N4905, N11551
U84070, iter_1: N28420, N53013, N8162, N60105, N39932, N51187, N38797, N2159, N58129, N55531, N53728, N60472, N52492, N40906, N33670, N39463, N18449, N26057, N27553, N5886
U84070, iter_2: N9135, N30422, N28129, N3841, N29627, N28152, N53381, N3007, N18485, N16431, N28643, N14809, N54437, N10885, N19433, N20984, N64859, N29920, N24701, N27866
U84072, iter_0: N31556, N57403, N7173, N29363, N47190, N36037, N53630, N20177, N5886, N33623, N56270, N59908, N52588, N62170, N39932, N11551, N54571, N60472, N40752, N936
U84072, iter_1: N30422, N5576, N20576, N63681, N28851, N25130, N6371, N35725, N51187, N38053, N34031, N53364, N26048, N9734, N38882, N60264, N53001, N44249, N30536, N18449
U84072, iter_2: N24458, N53728, N49038, N4680, N40575, N308, N8657, N20764, N61466, N28420, N43361, N3138, N40324, N37500, N39399, N5085, N40985, N62393, N46441, N32288
U84072, iter_3: N49180, N42634, N31917, N3516, N4247, N6745, N31212, N15234, N56456, N36436, N18793, N58748, N24779, N6761, N54862, N33929, N5980, N44648, N5652, N40982
U84072, iter_4: N26063, N13941, N20236, N53381, N20459, N50565, N46203, N30614, N6578, N14333, N33120, N60192, N39184, N50657, N32139, N31179, N30288, N21681, N46501, N53986
U84132, iter_0: N16477, N59653, N54587, N25774, N11551, N18449, N308, N30288, N59908, N61844, N57034, N21590, N8162, N3865, N23918, N5886, N16914, N51875, N59867, N34031
U84144, iter_0: N53910, N51187, N61970, N33120, N41172, N58264, N59385, N39399, N5886, N11551, N21590, N46037, N28324, N52835, N16461, N6056, N51099, N36408, N40468, N45754
U8416, iter_0: N34360, N21290, N63746, N15194, N18151, N41064, N40752, N26781, N53910, N29722, N50775, N42877, N15559, N677, N47975, N40985, N41221, N47370, N30288, N59494
U84162, iter_0: N47902, N53013, N46130, N8711, N20331, N5940, N26537, N40985, N11931, N37272, N37458, N16914, N18291, N18571, N39463, N20507, N41221, N52588, N37007, N24424
U84170, iter_0: N11569, N3416, N13408, N6471, N38901, N22456, N28800, N30288, N14978, N18151, N2062, N58251, N32393, N24617, N6371, N3045, N20816, N16725, N24275, N4610
U84180, iter_0: N40468, N26488, N2994, N6056, N61623, N51187, N41172, N38797, N25163, N35252, N33120, N279, N55723, N34031, N308, N59385, N47433, N46037, N58264, N36408
U84185, iter_0: N13941, N17998, N21312, N53986, N29091, N52929, N31289, N64859, N42622, N19387, N32786, N48717, N35238, N41658, N5940, N28129, N51119, N32139, N41547, N65058
U84229, iter_0: N29004, N54426, N7010, N16477, N23558, N65035, N15547, N23642, N20766, N19230, N4107, N14511, N31964, N46263, N41660, N52554, N47248, N28420, N37463, N54988
U84229, iter_1: N45760, N52577, N21312, N60035, N301, N18310, N16117, N20601, N3380, N48049, N13941, N10869, N38951, N29952, N39298, N20947, N14809, N308, N61466, N35619
U84229, iter_2: N2159, N43822, N53593, N52776, N49878, N31014, N20764, N32073, N27553, N26057, N32239, N40985, N59867, N38504, N22985, N28152, N51875, N47572, N40324, N2704
U84229, iter_3: N56211, N38733, N31289, N42988, N7173, N44417, N57521, N5940, N35238, N8889, N9409, N46917, N14252, N46783, N32489, N16577, N16461, N1477, N27318, N4905
U84229, iter_4: N19292, N36416, N428, N20388, N7556, N36495, N22742, N52850, N24062, N34258, N16616, N45676, N51700, N43655, N7566, N44648, N14751, N60085, N12403, N48151
U84235, iter_0: N27906, N46501, N1663, N49973, N42622, N32641, N1344, N39109, N44166, N20394, N29952, N38869, N33297, N60747, N13347, N11931, N6642, N55229, N43438, N31294
U84264, iter_0: N29511, N35436, N26690, N47216, N8595, N41285, N20394, N47652, N51489, N3045, N60599, N44166, N61296, N50775, N38142, N34344, N58251, N34081, N52764, N53335
U84270, iter_0: N39015, N40451, N31884, N11931, N53986, N64412, N59543, N18978, N4290, N33505, N39109, N49973, N15559, N29322, N28640, N35725, N53168, N35436, N1091, N33297
U84284, iter_0: N58264, N58660, N13347, N279, N53013, N21063, N1344, N18151, N53687, N8375, N2994, N41285, N10541, N59685, N50372, N17778, N308, N6532, N49252, N11931
U84308, iter_0: N59908, N10541, N3996, N58129, N9135, N21710, N31556, N61296, N28420, N308, N18291, N26584, N28103, N62170, N61623, N34081, N56804, N52835, N29217, N28571
U8435, iter_0: N61623, N279, N41400, N61970, N53335, N55723, N58264, N35252, N16461, N6056, N51187, N1344, N59385, N47433, N36408, N33120, N38797, N11551, N41172, N26488
U84351, iter_0: N308, N43386, N11551, N16461, N1344, N38797, N41400, N51099, N39399, N47433, N46037, N28324, N53013, N5223, N52850, N29404, N37463, N48729, N54437, N21312
U84362, iter_0: N1952, N51187, N20478, N43984, N35725, N706, N1344, N58660, N17234, N19998, N17510, N9354, N46501, N39184, N27079, N49252, N4610, N41285, N64183, N11289
U84362, iter_1: N58030, N40906, N45754, N61363, N21290, N47370, N40468, N61970, N64077, N18295, N59494, N31556, N37007, N43955, N11041, N60472, N31179, N46037, N63546, N13640
U84362, iter_2: N5822, N27869, N53174, N7965, N38985, N55086, N46446, N34490, N33791, N63828, N23517, N15051, N3279, N48084, N51005, N19040, N1396, N54066, N46266, N9196
U84376, iter_0: N3007, N19004, N40221, N28448, N53630, N31014, N28571, N62170, N58129, N49878, N11789, N31454, N11931, N38333, N7852, N34081, N54018, N53515, N49038, N1539
U84405, iter_0: N29930, N47370, N55723, N41640, N53011, N21290, N3841, N61970, N24109, N6916, N60472, N5940, N31395, N46037, N308, N37458, N16461, N33634, N26792, N47553
U84434, iter_0: N18151, N46203, N3416, N41400, N51187, N53335, N62393, N15559, N17510, N5886, N4661, N6056, N45754, N40468, N21681, N37346, N59385, N26584, N1344, N52588
U84434, iter_1: N63390, N19623, N59526, N47087, N53443, N29930, N17778, N36916, N14978, N37553, N6873, N3841, N61593, N54439, N27866, N5085, N20764, N12613, N8709, N59367
U84434, iter_2: N33623, N48659, N29268, N64954, N775, N61929, N57403, N1091, N36689, N42196, N53381, N53630, N11675, N61472, N35671, N19536, N18295, N48084, N12682, N24213
U84434, iter_3: N28408, N32806, N1660, N12910, N20838, N43053, N32053, N54912, N6645, N48894, N24435, N41596, N11627, N34709, N13898, N53615, N44394, N39853, N15305, N55633
U84434, iter_4: N59960, N8162, N18571, N26488, N28103, N53910, N28324, N60599, N41172, N39109, N31556, N61970, N4107, N13980, N35252, N59586, N53308, N36408, N61623, N55723
U84435, iter_0: N57034, N30288, N28983, N37346, N18151, N46203, N13640, N15559, N49038, N22985, N8162, N34344, N36037, N63546, N40221, N56804, N61472, N61296, N18571, N11041
U84463, iter_0: N43246, N51187, N42670, N16804, N5886, N30422, N19433, N46917, N6371, N32759, N62001, N11569, N33469, N25130, N60472, N59526, N40752, N41172, N50058, N6209
U84476, iter_0: N26781, N50775, N19477, N47370, N39109, N28281, N41221, N60059, N61970, N29450, N26792, N34360, N40985, N10367, N31454, N26762, N30834, N18485, N38504, N39298
U84493, iter_0: N39463, N45017, N15194, N9846, N52312, N27532, N37007, N2704, N46084, N11652, N52588, N47902, N29920, N2235, N8711, N3007, N28983, N53335, N31782, N18485
U84496, iter_0: N60550, N8375, N52502, N29541, N50484, N26130, N2994, N26488, N279, N7826, N18151, N15279, N28800, N60192, N8907, N130, N37589, N21681, N32139, N32641
U84511, iter_0: N50565, N10541, N26584, N58129, N34081, N5576, N1663, N59908, N31556, N57225, N56270, N16804, N29217, N57403, N60599, N51690, N16914, N29369, N62170, N47380
U84517, iter_0: N24213, N36408, N61241, N24458, N39184, N22975, N14170, N27079, N30689, N6767, N28324, N28129, N33297, N62894, N25015, N32759, N48302, N47572, N47902, N48487
U84517, iter_1: N60472, N29364, N39932, N40356, N41640, N34457, N32288, N31014, N64954, N28072, N36037, N15194, N46162, N18485, N9135, N53728, N27906, N23409, N38333, N43822
U84517, iter_2: N60186, N38797, N28091, N10960, N3726, N27020, N7462, N3234, N55555, N52438, N11940, N977, N18032, N281, N59277, N12910, N2035, N38215, N45455, N1495
U8454, iter_0: N33212, N24213, N9527, N7017, N65103, N6873, N8907, N38915, N22975, N11681, N48455, N29363, N57521, N54136, N6994, N44640, N21941, N62423, N28129, N12682
U84566, iter_0: N21590, N52502, N9354, N20478, N40221, N5886, N21681, N8711, N48077, N11551, N4661, N31556, N57403, N20576, N36037, N279, N51187, N47190, N706, N28983
U84585, iter_0: N59653, N46084, N38901, N24617, N37007, N9527, N7017, N2235, N8375, N36740, N34668, N46441, N38142, N11652, N59067, N61973, N9354, N30614, N42248, N41064
U8459, iter_0: N28072, N33670, N18291, N49878, N47572, N16461, N17936, N5085, N53335, N2649, N38333, N27532, N39298, N12330, N5886, N30288, N11083, N57972, N28725, N42877
U8459, iter_1: N6578, N45017, N59833, N43984, N20478, N1952, N36916, N31556, N42670, N14170, N10541, N34949, N16804, N60041, N43246, N34081, N52929, N24275, N56458, N38869
U8459, iter_2: N9321, N43361, N63746, N1477, N49038, N2159, N20236, N53013, N58129, N33326, N27906, N19685, N61969, N13498, N64372, N26537, N29450, N44166, N34031, N18895
U8459, iter_3: N33791, N56517, N59277, N43728, N3589, N48106, N6066, N20056, N30472, N41929, N39050, N45095, N51424, N58748, N6224, N12596, N61044, N6926, N6745, N48476
U8459, iter_4: N37142, N15234, N20136, N48849, N48730, N13297, N19230, N33361, N25999, N2624, N10566, N12409, N51195, N1067, N55421, N20876, N20426, N36224, N43397, N18312
U84590, iter_0: N2159, N40906, N18151, N47190, N2704, N56434, N46501, N53815, N20394, N62170, N45017, N26781, N31556, N58414, N38869, N36037, N40575, N42877, N51875, N3416
U84595, iter_0: N22985, N52835, N29541, N40390, N18794, N36689, N53168, N61472, N63390, N52098, N60531, N57034, N16680, N12682, N33212, N62393, N19811, N12330, N51867, N62423
U84613, iter_0: N62894, N27738, N40752, N15559, N60531, N5288, N13980, N51867, N2062, N3380, N34805, N1371, N46586, N12613, N13408, N53381, N59526, N50942, N677, N58129
U84613, iter_1: N18312, N14257, N308, N27866, N5886, N55555, N24458, N4680, N33670, N20507, N24467, N18332, N2530, N46703, N20413, N18295, N38504, N53308, N4661, N26792
U84613, iter_2: N25163, N63390, N11569, N62423, N22985, N13640, N51187, N63546, N53735, N31884, N28571, N64372, N24424, N19811, N29541, N39015, N57001, N2159, N33877, N27553
U84639, iter_0: N4107, N60105, N15559, N2235, N39463, N31454, N34081, N41285, N5085, N62092, N53011, N52492, N59586, N5519, N53013, N40752, N61969, N2994, N27553, N23194
U84640, iter_0: N41172, N51187, N64095, N57521, N59385, N59981, N55723, N39399, N31978, N31884, N35252, N7112, N54571, N28324, N33212, N40451, N36408, N35436, N2994, N43386
U84652, iter_0: N61970, N53593, N7568, N46915, N61466, N37055, N8889, N58354, N28072, N20764, N18895, N61363, N19477, N47087, N21290, N9135, N51187, N31782, N50670, N47975
U84652, iter_1: N4556, N51307, N27020, N20709, N40875, N30372, N59114, N30472, N16051, N18032, N59044, N10046, N53223, N35060, N51092, N20912, N33792, N32703, N64535, N2159
U84652, iter_2: N31556, N34081, N4107, N18291, N20394, N11092, N43361, N46203, N34031, N28983, N46130, N57972, N9321, N18295, N46162, N2649, N64372, N49038, N9846, N16461
U84673, iter_0: N31395, N31556, N1914, N41400, N3841, N47087, N26262, N8162, N62001, N6056, N34004, N8711, N23547, N9846, N40899, N37500, N57451, N15194, N8657, N56456
U84683, iter_0: N34344, N42877, N26792, N13640, N25163, N17578, N56347, N57888, N18295, N40324, N11083, N47975, N46203, N37346, N44249, N36037, N4680, N54752, N30288, N40221
U84687, iter_0: N47902, N39463, N59960, N29450, N60472, N14257, N15194, N28072, N47433, N17510, N38333, N31782, N34004, N61970, N62436, N55555, N4680, N11289, N58656, N20507
U84687, iter_1: N5886, N38142, N54439, N28983, N62001, N51187, N53630, N64095, N57521, N61929, N59042, N26584, N8162, N60041, N58129, N29217, N53381, N4290, N4556, N46783
U84687, iter_2: N56791, N56746, N46279, N62939, N48849, N3087, N23398, N36186, N20025, N62044, N47792, N1660, N40768, N59561, N18850, N7462, N42590, N52138, N29364, N20521
U84688, iter_0: N26271, N27936, N30562, N29541, N60939, N14990, N53837, N22456, N7826, N19998, N18151, N25130, N29363, N28640, N34344, N34949, N1952, N30288, N14802, N46203
U84694, iter_0: N15559, N24109, N47902, N18449, N47433, N18571, N27532, N41640, N21290, N36037, N60105, N29364, N62436, N14257, N26262, N26781, N25015, N18312, N20507, N7947
U84700, iter_0: N9846, N11931, N13498, N41285, N37346, N43361, N37146, N21063, N44166, N18295, N59960, N24424, N45017, N25837, N64077, N10541, N8711, N33326, N40575, N61969
U84704, iter_0: N49252, N58660, N53013, N47380, N33120, N39399, N3416, N31289, N48487, N59385, N4287, N56211, N48084, N50657, N58264, N42890, N6056, N6471, N38733, N28983
U84705, iter_0: N39463, N18485, N31782, N19477, N47902, N30118, N47370, N47975, N28448, N5519, N31492, N26792, N52588, N20413, N47553, N22575, N29450, N39298, N53443, N61466
U84705, iter_1: N57180, N43438, N40752, N26584, N58129, N26537, N8711, N33326, N28281, N677, N53335, N64933, N3996, N28103, N37458, N15559, N24275, N18295, N60599, N53013
U84705, iter_2: N29217, N61970, N18794, N9846, N55723, N41400, N22985, N11551, N34081, N32073, N279, N52098, N44166, N17510, N25163, N61040, N33120, N28324, N64077, N47190
U84724, iter_0: N53910, N51187, N46037, N28324, N25163, N59385, N52835, N40468, N41172, N279, N33120, N58264, N45754, N4661, N5886, N43386, N16461, N26488, N35252, N44249
U84735, iter_0: N41113, N30834, N29450, N46441, N53815, N18571, N43460, N27866, N62750, N18295, N8711, N31782, N47572, N55229, N24109, N38333, N40324, N45163, N40356, N63681
U84737, iter_0: N30288, N49712, N17936, N26584, N58129, N36612, N43400, N50670, N47975, N39298, N32708, N36037, N20413, N53593, N31782, N308, N2159, N26792, N41285, N47370
U84764, iter_0: N11551, N51187, N28324, N39399, N1952, N48084, N25163, N47216, N21063, N28640, N17510, N53910, N59385, N40468, N1344, N41285, N58264, N46037, N10552, N19998
